Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,
LTBQ1441,HIGH VOLTAGE MAST,POLE,404459.935N,0300739.577E,461.15,98.43,NO,,NO,,
LTBQ1442,HIGH VOLTAGE MAST,POLE,404457.741N,0300749.368E,495.04,98.43,NO,,NO,,
LTBQ1443,HIGH VOLTAGE MAST,POLE,404454.680N,0300748.735E,500.65,98.43,NO,,NO,,
LTBQ1444,HIGH VOLTAGE MAST,POLE,404455.483N,0300759.566E,545.96,98.43,NO,,NO,,
LTBQ1445,MAST,POLE,404449.896N,0300753.767E,474.93,49.21,NO,,NO,,
LTBQ1446,HIGH VOLTAGE MAST,POLE,404458.837N,0300905.906E,830.42,98.43,NO,,NO,,
LTBQ1447,HIGH VOLTAGE MAST,POLE,404454.430N,0300915.664E,773.99,98.43,NO,,NO,,
LTBQ1448,HIGH VOLTAGE MAST,POLE,404451.667N,0300915.266E,756.93,98.43,NO,,NO,,
LTBQ1449,HIGH VOLTAGE MAST,POLE,404440.272N,0300900.603E,682.61,98.43,NO,,NO,,
LTBQ1450,HIGH VOLTAGE MAST,POLE,404457.107N,0300901.047E,816.27,98.43,NO,,NO,,
LTBQ1451,HIGH VOLTAGE MAST,POLE,404453.720N,0300904.090E,790.39,98.43,NO,,NO,,
LTBQ1452,HIGH VOLTAGE MAST,POLE,404441.009N,0300904.009E,688.91,98.43,NO,,NO,,
LTBQ1453,HIGH VOLTAGE MAST,POLE,404449.366N,0300943.805E,787.44,98.43,NO,,NO,,
LTBQ1454,HIGH VOLTAGE MAST,POLE,404453.707N,0300934.104E,746.17,98.43,NO,,NO,,
LTBQ1455,HIGH VOLTAGE MAST,POLE,404451.085N,0300934.000E,768.97,98.43,NO,,NO,,
LTBQ1456,HIGH VOLTAGE MAST,POLE,404448.692N,0301001.560E,725.31,98.43,NO,,NO,,
LTBQ1457,HIGH VOLTAGE MAST,POLE,404442.925N,0301002.921E,693.81,98.43,NO,,NO,,
LTBQ1458,HIGH VOLTAGE MAST,POLE,404448.576N,0300947.551E,780.41,98.43,NO,,NO,,
LTBQ1459,HIGH VOLTAGE MAST,POLE,404451.691N,0300945.193E,787.44,98.43,NO,,NO,,
LTBQ1460,HIGH VOLTAGE MAST,POLE,404436.425N,0300859.942E,648.06,98.43,NO,,NO,,
LTBQ1461,HIGH VOLTAGE MAST,POLE,404433.193N,0300926.493E,647.27,98.43,NO,,NO,,
LTBQ1462,HIGH VOLTAGE MAST,POLE,404435.380N,0300929.088E,654.73,98.43,NO,,NO,,
LTBQ1463,HIGH VOLTAGE MAST,POLE,404434.314N,0300927.955E,652.04,98.43,NO,,NO,,
LTBQ1464,HIGH VOLTAGE MAST,POLE,404429.911N,0300928.533E,593.00,98.43,NO,,NO,,
LTBQ1465,HIGH VOLTAGE MAST,POLE,404431.011N,0300923.556E,632.88,98.43,NO,,NO,,
LTBQ1466,HIGH VOLTAGE MAST,POLE,404431.149N,0300935.847E,581.23,98.43,NO,,NO,,
LTBQ1467,HIGH VOLTAGE MAST,POLE,404433.808N,0300936.016E,627.16,98.43,NO,,NO,,
LTBQ1468,HIGH VOLTAGE MAST,POLE,404432.262N,0300937.226E,596.16,98.43,NO,,NO,,
LTBQ1469,HIGH VOLTAGE MAST,POLE,404427.674N,0300938.506E,530.76,98.43,NO,,NO,,
LTBQ1470,HIGH VOLTAGE MAST,POLE,404433.743N,0300911.803E,543.06,98.43,NO,,NO,,
LTBQ1471,HIGH VOLTAGE MAST,POLE,404435.246N,0300905.232E,622.99,98.43,NO,,NO,,
LTBQ1472,HIGH VOLTAGE MAST,POLE,404437.436N,0300907.014E,649.71,98.43,NO,,NO,,
LTBQ1473,HIGH VOLTAGE MAST,POLE,404424.834N,0301004.479E,628.34,98.43,NO,,NO,,
LTBQ1474,HIGH VOLTAGE MAST,POLE,404429.529N,0300954.831E,597.68,98.43,NO,,NO,,
LTBQ1475,HIGH VOLTAGE MAST,POLE,404428.745N,0300953.074E,582.63,98.43,NO,,NO,,
LTBQ1476,HIGH VOLTAGE MAST,POLE,404423.507N,0300957.027E,599.29,98.43,NO,,NO,,
LTBQ1477,MAST,POLE,404127.272N,0300318.549E,525.69,39.37,NO,,NO,,
LTBQ1478,MAST,POLE,404118.446N,0300427.237E,602.84,39.37,NO,,NO,,
LTBQ1479,MAST,POLE,404122.884N,0300417.035E,516.06,39.37,NO,,NO,,
LTBQ1480,MAST,POLE,404203.253N,0300646.077E,483.55,39.37,NO,,NO,,
LTBQ1481,MAST,POLE,404213.546N,0300625.728E,346.63,39.37,NO,,NO,,
LTBQ1482,MAST,POLE,404138.162N,0300531.812E,406.69,39.37,NO,,NO,,
LTBQ1483,MAST,POLE,404140.338N,0300548.589E,411.59,39.37,NO,,NO,,
LTBQ1484,MAST,POLE,404135.054N,0300539.879E,453.16,39.37,NO,,NO,,
LTBQ1485,MAST,POLE,404127.848N,0300522.288E,502.60,39.37,NO,,NO,,
LTBQ1486,MAST,POLE,404104.462N,0300508.549E,846.83,39.37,NO,,NO,,
LTBQ1487,MAST,POLE,404145.842N,0300613.232E,487.15,39.37,NO,,NO,,
LTBQ1488,MAST,POLE,404152.447N,0300634.118E,537.32,39.37,NO,,NO,,
LTBQ1489,MAST,POLE,404143.790N,0300647.933E,675.87,39.37,NO,,NO,,
LTBQ1490,MAST,POLE,404153.245N,0300715.149E,564.56,39.37,NO,,NO,,
LTBQ1491,MAST,POLE,404138.634N,0300726.345E,747.83,39.37,NO,,NO,,
LTBQ1492,MAST,POLE,404140.291N,0300726.279E,731.17,39.37,NO,,NO,,
LTBQ1493,MAST,POLE,404129.024N,0300702.390E,864.76,39.37,NO,,NO,,
LTBQ1494,MAST,POLE,404142.420N,0300739.681E,549.85,39.37,NO,,NO,,
LTBQ1495,MAST,POLE,404129.495N,0300754.292E,710.52,39.37,NO,,NO,,
LTBQ1496,MAST,POLE,404123.528N,0300744.662E,852.67,39.37,NO,,NO,,
LTBQ1497,MAST,POLE,404538.802N,0300822.484E,551.61,49.21,NO,,NO,,
LTBQ1498,MAST,POLE,404519.219N,0300829.061E,655.54,49.21,NO,,NO,,
LTBQ1499,HIGH VOLTAGE MAST,POLE,404503.737N,0300829.940E,780.09,98.43,NO,,NO,,
LTBQ1500,MAST,POLE,404443.030N,0300817.960E,487.74,49.21,NO,,NO,,
LTBQ1501,MAST,POLE,404453.428N,0300815.961E,566.62,32.81,NO,,NO,,
LTBQ1502,MAST,POLE,404422.641N,0300809.485E,349.97,39.37,NO,,NO,,
LTBQ1503,MAST,POLE,404415.682N,0300840.376E,439.81,39.37,NO,,NO,,
LTBQ1504,MAST,POLE,404416.936N,0300829.706E,365.64,39.37,NO,,NO,,
LTBQ1505,MAST,POLE,404421.038N,0300918.090E,498.46,49.21,NO,,NO,,
LTBQ1506,MAST,POLE,404401.851N,0300755.758E,337.76,49.21,NO,,NO,,
LTBQ1507,MAST,POLE,404353.614N,0300804.030E,351.23,49.21,NO,,NO,,
LTBQ1508,MAST,POLE,404408.352N,0300901.114E,369.08,49.21,NO,,NO,,
LTBQ1509,MAST,POLE,404340.859N,0300842.760E,363.46,49.21,NO,,NO,,
LTBQ1510,MAST,POLE,404346.676N,0300816.085E,351.06,49.21,NO,,NO,,
LTBQ1511,MAST,POLE,404345.203N,0300831.263E,356.80,49.21,NO,,NO,,
LTBQ1512,MAST,POLE,404342.964N,0300837.111E,361.56,49.21,NO,,NO,,
LTBQ1513,MAST,POLE,404346.426N,0300800.445E,340.93,49.21,NO,,NO,,
LTBQ1514,MAST,POLE,404344.829N,0300803.094E,341.76,49.21,NO,,NO,,
LTBQ1515,MAST,POLE,404349.512N,0300757.120E,335.90,49.21,NO,,NO,,
LTBQ1516,MAST,POLE,404348.605N,0300801.069E,345.60,49.21,NO,,NO,,
LTBQ1517,MAST,POLE,404346.692N,0300758.650E,329.88,49.21,NO,,NO,,
LTBQ1518,MAST,POLE,404350.403N,0300811.302E,349.41,49.21,NO,,NO,,
LTBQ1519,HIGH VOLTAGE MAST,POLE,404443.896N,0301013.115E,713.25,98.43,NO,,NO,,
LTBQ1520,HIGH VOLTAGE MAST,POLE,404448.787N,0300806.563E,585.45,98.43,NO,,NO,,
LTBQ1521,HIGH VOLTAGE MAST,POLE,404453.956N,0300758.459E,551.56,98.43,NO,,NO,,
LTBQ1522,HIGH VOLTAGE MAST,POLE,404451.491N,0300803.127E,572.43,98.43,NO,,NO,,
LTBQ1523,HIGH VOLTAGE MAST,POLE,404451.273N,0300810.653E,612.99,98.43,NO,,NO,,
LTBQ1524,HIGH VOLTAGE MAST,POLE,404452.963N,0300810.737E,621.03,98.43,NO,,NO,,
LTBQ1525,HIGH VOLTAGE MAST,POLE,404445.590N,0300829.932E,607.29,98.43,NO,,NO,,
LTBQ1526,HIGH VOLTAGE MAST,POLE,404448.275N,0300824.369E,642.13,98.43,NO,,NO,,
LTBQ1527,HIGH VOLTAGE MAST,POLE,404449.799N,0300824.956E,670.85,98.43,NO,,NO,,
LTBQ1528,MEDIUM VOLTAGE MAST,POLE,404443.952N,0300827.466E,583.82,82.02,NO,,NO,,
LTBQ1529,HIGH VOLTAGE MAST,POLE,404448.431N,0300817.047E,605.79,98.43,NO,,NO,,
LTBQ1530,MEDIUM VOLTAGE MAST,POLE,404446.034N,0300818.457E,566.96,82.02,NO,,NO,,
LTBQ1531,HIGH VOLTAGE MAST,POLE,404459.723N,0300831.112E,764.32,98.43,NO,,NO,,
LTBQ1532,HIGH VOLTAGE MAST,POLE,404456.643N,0300848.324E,780.35,98.43,NO,,NO,,
LTBQ1533,HIGH VOLTAGE MAST,POLE,404442.096N,0300845.803E,598.63,98.43,NO,,NO,,
LTBQ1534,HIGH VOLTAGE MAST,POLE,404439.145N,0300848.215E,591.83,98.43,NO,,NO,,
LTBQ1535,HIGH VOLTAGE MAST,POLE,404441.357N,0300838.601E,556.40,98.43,NO,,NO,,
LTBQ1536,HIGH VOLTAGE MAST,POLE,404445.322N,0300837.701E,598.82,98.43,NO,,NO,,
LTBQ1537,HIGH VOLTAGE MAST,POLE,404446.639N,0300839.008E,612.21,98.43,NO,,NO,,
LTBQ1538,HIGH VOLTAGE MAST,POLE,404442.571N,0300850.213E,622.45,98.43,NO,,NO,,
LTBQ1539,HIGH VOLTAGE MAST,POLE,404443.724N,0300851.900E,646.07,98.43,NO,,NO,,
LTBQ1540,HIGH VOLTAGE MAST,POLE,404439.254N,0300858.789E,671.58,98.43,NO,,NO,,
LTBQ1541,HIGH VOLTAGE MAST,POLE,404459.652N,0300846.964E,827.21,98.43,NO,,NO,,
LTBQ1542,HIGH VOLTAGE MAST,POLE,404438.087N,0300910.516E,663.81,98.43,NO,,NO,,
LTBQ1543,HIGH VOLTAGE MAST,POLE,404439.135N,0300912.293E,682.19,98.43,NO,,NO,,
LTBQ1544,HIGH VOLTAGE MAST,POLE,404446.737N,0300942.201E,777,98.43,NO,,NO,,
LTBQ1545,HIGH VOLTAGE MAST,POLE,404446.736N,0300937.867E,769,98.43,NO,,NO,,
LTBQ1546,GSM STATION,POLE,404325.011N,0300309.088E,330,197,NO,,NO,,
LTBQ1547,TERRAIN,NATURAL_HIGHPOINT,404414.862N,0300349.963E,181,0.1,NO,,NO,,
LTBQ1548,TERRAIN,NATURAL_HIGHPOINT,404417.093N,0300349.971E,183,0.1,NO,,NO,,
LTBQ1549,TERRAIN,NATURAL_HIGHPOINT,404415.633N,0300406.812E,187,0.1,NO,,NO,,
LTBQ1550,TERRAIN,NATURAL_HIGHPOINT,404412.512N,0300427.403E,178,0.1,NO,,NO,,
LTBQ1551,TERRAIN,NATURAL_HIGHPOINT,404411.999N,0300426.104E,179,0.1,NO,,NO,,
LTBQ1552,TERRAIN,NATURAL_HIGHPOINT,404412.990N,0300417.390E,183,0.1,NO,,NO,,
LTBQ1553,TERRAIN,NATURAL_HIGHPOINT,404413.154N,0300412.797E,184,0.1,NO,,NO,,
LTBQ1554,TERRAIN,NATURAL_HIGHPOINT,404414.018N,0300407.292E,180,0.1,NO,,NO,,
LTBQ1555,TERRAIN,NATURAL_HIGHPOINT,404414.226N,0300402.645E,176,0.1,NO,,NO,,
LTBQ1556,TERRAIN,NATURAL_HIGHPOINT,404414.297N,0300357.121E,182,0.1,NO,,NO,,
LTBQ1557,TERRAIN,NATURAL_HIGHPOINT,404413.863N,0300354.091E,177,0.1,NO,,NO,,
LTBQ1558,TERRAIN,NATURAL_HIGHPOINT,404416.079N,0300354.803E,196,0.1,NO,,NO,,
LTBQ1559,TERRAIN,NATURAL_HIGHPOINT,404413.940N,0300410.227E,189,0.1,NO,,NO,,
LTBQ1560,TERRAIN,NATURAL_HIGHPOINT,404405.858N,0300411.264E,175,0.1,NO,,NO,,
LTBQ1561,TERRAIN,NATURAL_HIGHPOINT,404406.629N,0300412.385E,176,0.1,NO,,NO,,
LTBQ1562,TERRAIN,NATURAL_HIGHPOINT,404406.066N,0300419.289E,190,0.1,NO,,NO,,
LTBQ1563,TERRAIN,NATURAL_HIGHPOINT,404405.754N,0300426.260E,190,0.1,NO,,NO,,
LTBQ1564,TERRAIN,NATURAL_HIGHPOINT,404405.093N,0300435.210E,179,0.1,NO,,NO,,
LTBQ1565,TERRAIN,NATURAL_HIGHPOINT,404404.045N,0300438.155E,181,0.1,NO,,NO,,
LTBQ1566,TERRAIN,NATURAL_HIGHPOINT,404402.974N,0300438.771E,183,0.1,NO,,NO,,
LTBQ1567,TERRAIN,NATURAL_HIGHPOINT,404404.168N,0300425.632E,194,0.1,NO,,NO,,
LTBQ1568,TERRAIN,NATURAL_HIGHPOINT,404410.381N,0300505.494E,182,0.1,NO,,NO,,
LTBQ1569,TERRAIN,NATURAL_HIGHPOINT,404408.456N,0300507.186E,184,0.1,NO,,NO,,
LTBQ1570,TERRAIN,NATURAL_HIGHPOINT,404407.745N,0300511.699E,200,0.1,NO,,NO,,
LTBQ1571,TERRAIN,NATURAL_HIGHPOINT,404407.144N,0300521.539E,184,0.1,NO,,NO,,
LTBQ1572,TERRAIN,NATURAL_HIGHPOINT,404408.107N,0300523.357E,194,0.1,NO,,NO,,
LTBQ1573,TERRAIN,NATURAL_HIGHPOINT,404409.295N,0300523.080E,202,0.1,NO,,NO,,
LTBQ1574,TERRAIN,NATURAL_HIGHPOINT,404410.878N,0300519.106E,209,0.1,NO,,NO,,
LTBQ1575,TERRAIN,NATURAL_HIGHPOINT,404411.525N,0300513.814E,206,0.1,NO,,NO,,
LTBQ1576,TERRAIN,NATURAL_HIGHPOINT,404411.139N,0300510.914E,203,0.1,NO,,NO,,
LTBQ1577,TERRAIN,NATURAL_HIGHPOINT,404410.796N,0300507.878E,191,0.1,NO,,NO,,
LTBQ1578,TERRAIN,NATURAL_HIGHPOINT,404409.908N,0300515.957E,220,0.1,NO,,NO,,
LTBQ1579,TERRAIN,NATURAL_HIGHPOINT,404358.458N,0300527.789E,194,0.1,NO,,NO,,
LTBQ1580,TERRAIN,NATURAL_HIGHPOINT,404358.634N,0300532.232E,207,0.1,NO,,NO,,
LTBQ1581,TERRAIN,NATURAL_HIGHPOINT,404359.574N,0300457.130E,208,0.1,NO,,NO,,
LTBQ1582,TERRAIN,NATURAL_HIGHPOINT,404400.303N,0300459.824E,201,0.1,NO,,NO,,
LTBQ1583,TERRAIN,NATURAL_HIGHPOINT,404401.497N,0300451.453E,193,0.1,NO,,NO,,
LTBQ1584,TERRAIN,NATURAL_HIGHPOINT,404402.434N,0300447.949E,182,0.1,NO,,NO,,
LTBQ1585,TERRAIN,NATURAL_HIGHPOINT,404403.750N,0300447.621E,182,0.1,NO,,NO,,
LTBQ1586,TERRAIN,NATURAL_HIGHPOINT,404403.747N,0300449.835E,189,0.1,NO,,NO,,
LTBQ1587,TERRAIN,NATURAL_HIGHPOINT,404403.321N,0300500.518E,184,0.1,NO,,NO,,
LTBQ1588,TERRAIN,NATURAL_HIGHPOINT,404402.297N,0300513.554E,184,0.1,NO,,NO,,
LTBQ1589,TERRAIN,NATURAL_HIGHPOINT,404400.789N,0300525.790E,193,0.1,NO,,NO,,
LTBQ1590,TERRAIN,NATURAL_HIGHPOINT,404400.868N,0300532.280E,185,0.1,NO,,NO,,
LTBQ1591,TERRAIN,NATURAL_HIGHPOINT,404358.570N,0300539.325E,185,0.1,NO,,NO,,
LTBQ1592,TERRAIN,NATURAL_HIGHPOINT,404359.879N,0300537.722E,187,0.1,NO,,NO,,
LTBQ1593,TERRAIN,NATURAL_HIGHPOINT,404357.969N,0300536.580E,186,0.1,NO,,NO,,
LTBQ1594,TERRAIN,NATURAL_HIGHPOINT,404357.630N,0300525.644E,206,0.1,NO,,NO,,
LTBQ1595,TERRAIN,NATURAL_HIGHPOINT,404355.316N,0300516.002E,244,0.1,NO,,NO,,
LTBQ1596,TERRAIN,NATURAL_HIGHPOINT,404356.240N,0300512.996E,248,0.1,NO,,NO,,
LTBQ1597,TERRAIN,NATURAL_HIGHPOINT,404357.116N,0300510.209E,237,0.1,NO,,NO,,
LTBQ1598,TERRAIN,NATURAL_HIGHPOINT,404359.504N,0300513.923E,228,0.1,NO,,NO,,
LTBQ1599,TERRAIN,NATURAL_HIGHPOINT,404358.589N,0300504.013E,218,0.1,NO,,NO,,
LTBQ1600,TERRAIN,NATURAL_HIGHPOINT,404359.125N,0300543.785E,185,0.1,NO,,NO,,
LTBQ1601,TERRAIN,NATURAL_HIGHPOINT,404357.205N,0300544.638E,193,0.1,NO,,NO,,
LTBQ1602,TERRAIN,NATURAL_HIGHPOINT,404355.712N,0300550.002E,199,0.1,NO,,NO,,
LTBQ1603,TERRAIN,NATURAL_HIGHPOINT,404355.885N,0300552.948E,192,0.1,NO,,NO,,
LTBQ1604,TERRAIN,NATURAL_HIGHPOINT,404357.518N,0300553.412E,186,0.1,NO,,NO,,
LTBQ1605,TERRAIN,NATURAL_HIGHPOINT,404359.036N,0300550.267E,185,0.1,NO,,NO,,
LTBQ1606,TERRAIN,NATURAL_HIGHPOINT,404358.758N,0300546.484E,200,0.1,NO,,NO,,
LTBQ1607,TERRAIN,NATURAL_HIGHPOINT,404357.496N,0300546.370E,202,0.1,NO,,NO,,
LTBQ1608,TERRAIN,NATURAL_HIGHPOINT,404356.268N,0300551.247E,203,0.1,NO,,NO,,
LTBQ1609,TERRAIN,NATURAL_HIGHPOINT,404356.274N,0300559.222E,182,0.1,NO,,NO,,
LTBQ1610,TERRAIN,NATURAL_HIGHPOINT,404357.167N,0300559.827E,188,0.1,NO,,NO,,
LTBQ1611,TERRAIN,NATURAL_HIGHPOINT,404357.681N,0300600.483E,189,0.1,NO,,NO,,
LTBQ1612,TERRAIN,NATURAL_HIGHPOINT,404358.606N,0300559.894E,187,0.1,NO,,NO,,
LTBQ1613,TERRAIN,NATURAL_HIGHPOINT,404359.460N,0300558.129E,183,0.1,NO,,NO,,
LTBQ1614,TERRAIN,NATURAL_HIGHPOINT,404359.278N,0300557.264E,185,0.1,NO,,NO,,
LTBQ1615,TERRAIN,NATURAL_HIGHPOINT,404358.253N,0300556.914E,183,0.1,NO,,NO,,
LTBQ1616,TERRAIN,NATURAL_HIGHPOINT,404357.557N,0300557.818E,183,0.1,NO,,NO,,
LTBQ1617,TERRAIN,NATURAL_HIGHPOINT,404357.779N,0300559.382E,199,0.1,NO,,NO,,
LTBQ1618,TERRAIN,NATURAL_HIGHPOINT,404406.097N,0300618.039E,209,0.1,NO,,NO,,
LTBQ1619,TERRAIN,NATURAL_HIGHPOINT,404406.200N,0300614.841E,206,0.1,NO,,NO,,
LTBQ1620,TERRAIN,NATURAL_HIGHPOINT,404405.746N,0300611.933E,197,0.1,NO,,NO,,
LTBQ1621,TERRAIN,NATURAL_HIGHPOINT,404404.386N,0300612.095E,196,0.1,NO,,NO,,
LTBQ1622,TERRAIN,NATURAL_HIGHPOINT,404402.928N,0300612.095E,194,0.1,NO,,NO,,
LTBQ1623,TERRAIN,NATURAL_HIGHPOINT,404402.622N,0300613.907E,199,0.1,NO,,NO,,
LTBQ1624,TERRAIN,NATURAL_HIGHPOINT,404402.466N,0300614.599E,200,0.1,NO,,NO,,
LTBQ1625,TERRAIN,NATURAL_HIGHPOINT,404403.079N,0300616.049E,205,0.1,NO,,NO,,
LTBQ1626,TERRAIN,NATURAL_HIGHPOINT,404403.806N,0300618.338E,205,0.1,NO,,NO,,
LTBQ1627,TERRAIN,NATURAL_HIGHPOINT,404404.639N,0300615.467E,208,0.1,NO,,NO,,
LTBQ1628,TERRAIN,NATURAL_HIGHPOINT,404405.194N,0300618.426E,202,0.1,NO,,NO,,
LTBQ1629,TERRAIN,NATURAL_HIGHPOINT,404405.589N,0300622.484E,210,0.1,NO,,NO,,
LTBQ1630,TV ANTENNA,ANTENNA,404224.04N,0295851.00E,511,117,NO,,NO,,
LTBQ1631,TV ANTENNA,ANTENNA,404246.62N,0295845.19E,617,288,YES,RED,NO,,
LTBQ1632,GSM STATION,POLE,404250.59N,0295902.26E,537,191,NO,,NO,,
LTBQ1633,MAST,POLE,404400.86N,0300618.34E,226,30,NO,,NO,,
LTBQ1634,MAST,POLE,404400.77N,0300618.35E,212,16,NO,,NO,,
LTBQ1635,MAST,POLE,404401.98N,0300618.49E,227,30,NO,,NO,,
LTBQ1636,MAST,POLE,404403.07N,0300618.63E,231,30,NO,,NO,,
LTBQ1637,MAST,POLE,404404.17N,0300618.79E,235,30,NO,,NO,,
LTBQ1638,MAST,POLE,404405.25N,0300618.94E,238,30,NO,,NO,,
LTBQ1639,MAST,POLE,404406.32N,0300618.83E,240,30,NO,,NO,,
LTBQ1640,MAST,POLE,404357.56N,0300625.55E,231,30,NO,,NO,,
LTBQ1641,MAST,POLE,404356.66N,0300625.40E,227,30,NO,,NO,,
LTBQ1642,MAST,POLE,404355.61N,0300625.22E,224,30,NO,,NO,,
LTBQ1643,MAST,POLE,404354.56N,0300625.06E,223,30,NO,,NO,,
LTBQ1644,MAST,POLE,404353.52N,0300624.88E,223,30,NO,,NO,,
LTBQ1645,MAST,POLE,404352.45N,0300624.72E,222,30,NO,,NO,,
LTBQ1646,MAST,POLE,404406.33N,0300619.07E,225,16,NO,,NO,,
LTBQ1647,MAST,POLE,404405.82N,0300618.64E,240,30,NO,,NO,,
LTBQ1648,MAST,POLE,404406.47N,0300617.40E,239,30,NO,,NO,,
LTBQ1649,MAST,POLE,404406.59N,0300616.05E,237,30,NO,,NO,,
LTBQ1650,MAST,POLE,404406.70N,0300614.80E,234,30,NO,,NO,,
LTBQ1651,MAST,POLE,404406.82N,0300613.37E,231,30,NO,,NO,,
LTBQ1652,MAST,POLE,404406.94N,0300612.03E,227,30,NO,,NO,,
LTBQ1653,MAST,POLE,404407.05N,0300610.70E,222,30,NO,,NO,,
LTBQ1654,MAST,POLE,404407.16N,0300609.37E,218,30,NO,,NO,,
LTBQ1655,MAST,POLE,404407.27N,0300608.04E,214,30,NO,,NO,,
LTBQ1656,MAST,POLE,404411.57N,0300514.49E,222,16,NO,,NO,,
LTBQ1657,MAST,POLE,404411.05N,0300521.44E,225,30,NO,,NO,,
LTBQ1658,MAST,POLE,404411.15N,0300520.02E,231,30,NO,,NO,,
LTBQ1659,MAST,POLE,404411.26N,0300518.54E,234,30,NO,,NO,,
LTBQ1660,MAST,POLE,404411.36N,0300517.08E,235,30,NO,,NO,,
LTBQ1661,MAST,POLE,404411.46N,0300515.62E,236,30,NO,,NO,,
LTBQ1662,MAST,POLE,404411.56N,0300514.17E,235,30,NO,,NO,,
LTBQ1663,MAST,POLE,404411.67N,0300512.73E,233,30,NO,,NO,,
LTBQ1664,MAST,POLE,404411.99N,0300511.72E,230,30,NO,,NO,,
LTBQ1665,MAST,POLE,404412.11N,0300510.31E,225,30,NO,,NO,,
LTBQ1666,MAST,POLE,404412.24N,0300508.90E,219,30,NO,,NO,,
LTBQ1667,MAST,POLE,404412.37N,0300507.44E,223,30,NO,,NO,,
LTBQ1668,MAST,POLE,404417.59N,0300405.83E,216,30,NO,,NO,,
LTBQ1669,MAST,POLE,404417.72N,0300404.38E,217,30,NO,,NO,,
LTBQ1670,MAST,POLE,404417.86N,0300402.90E,216,30,NO,,NO,,
LTBQ1671,MAST,POLE,404418.00N,0300401.44E,215,30,NO,,NO,,
LTBQ1672,ANTENNA,ANTENNA,404355.84N,0300505.49E,316,82,YES,RED,NO,,
LTBQ1673,ANTENNA,ANTENNA,404356.38N,0300508.02E,320,80,YES,RED,NO,,
LTBQ1674,ANTENNA,ANTENNA,404355.34N,0300509.89E,328,82,YES,RED,NO,,
LTBQ1675,TOWER,TOWER,404354.48N,0300507.56E,375,138,YES,RED,NO,,
LTBQ1676,BUILDING,BUILDING,404354.63N,0300506.98E,279,43,NO,,NO,,
LTBQ1677,ENERGY TRANSMISSION MAST,POLE,404430.18N,0300935.65E,591,128,NO,,NO,,
LTBQ1678,ENERGY TRANSMISSION MAST,POLE,404424.33N,0300934.54E,568,157,NO,,NO,,
LTBQ1679,ENERGY TRANSMISSION MAST,POLE,404413.54N,0300925.11E,494,131,NO,,NO,,
LTBQ1680,ENERGY TRANSMISSION MAST,POLE,404405.42N,0300918.03E,451,135,NO,,NO,,
LTBQ1681,ENERGY TRANSMISSION MAST,POLE,404357.85N,0300917.15E,411,145,NO,,NO,,
LTBQ1682,ENERGY TRANSMISSION MAST,POLE,404349.09N,0300917.17E,456,145,NO,,NO,,
LTBQ1683,ENERGY TRANSMISSION MAST,POLE,404338.02N,0300906.87E,458,148,NO,,NO,,
LTBQ1684,ENERGY TRANSMISSION MAST,POLE,404336.31N,0300850.56E,447,135,NO,,NO,,
LTBQ1685,ENERGY TRANSMISSION MAST,POLE,404334.66N,0300834.88E,491,191,NO,,NO,,
LTBQ1686,ENERGY TRANSMISSION MAST,POLE,404329.44N,0300827.51E,415,128,NO,,NO,,
LTBQ1687,ENERGY TRANSMISSION MAST,POLE,404320.95N,0300820.62E,404,135,NO,,NO,,
LTBQ1688,ENERGY TRANSMISSION MAST,POLE,404311.51N,0300812.96E,440,150,NO,,NO,,
LTBQ1689,ENERGY TRANSMISSION MAST,POLE,404341.45N,0300919.05E,456,148,NO,,NO,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
