Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude ( N ),Longitude ( E ),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,SURVEY_DATE
488484,STREETLIGHT,POLE,411514.1863N,0284044.4630E,521.1,84.5,NO,,NO,1.07.2021
488485,STREETLIGHT,POLE,411515.5558N,0284042.2940E,472.8,34.1,NO,,NO,1.07.2021
488486,STREETLIGHT,POLE,411517.3941N,0284043.5027E,524.8,85.1,NO,,NO,1.07.2021
488487,STREETLIGHT,POLE,411518.1471N,0284044.1215E,488.9,47.5,NO,,NO,1.07.2021
488488,STREETLIGHT,POLE,411516.2080N,0284045.4597E,518.2,79.1,NO,,NO,1.07.2021
488489,STREETLIGHT,POLE,411517.5607N,0284045.7987E,487.9,46.9,NO,,NO,1.07.2021
488490,STREETLIGHT,POLE,411519.4986N,0284044.9621E,494.6,51.4,NO,,NO,1.07.2021
488491,STREETLIGHT,POLE,411518.8502N,0284046.7248E,490.8,49.1,NO,,NO,1.07.2021
488492,STREETLIGHT,POLE,411520.1117N,0284047.6833E,490.8,49.2,NO,,NO,1.07.2021
488493,STREETLIGHT,POLE,411520.7915N,0284045.8485E,495.5,50.8,NO,,NO,1.07.2021
488494,STREETLIGHT,POLE,411521.2910N,0284048.7632E,491.2,49.5,NO,,NO,1.07.2021
488495,STREETLIGHT,POLE,411522.0597N,0284046.7128E,496.0,49.6,NO,,NO,1.07.2021
488496,STREETLIGHT,POLE,411522.1733N,0284049.7731E,480.5,39.4,NO,,NO,1.07.2021
488497,STREETLIGHT,POLE,411519.5621N,0284125.9577E,546.5,47.3,NO,,NO,1.07.2021
488498,STREETLIGHT,POLE,411518.3755N,0284127.4203E,547.7,49.0,NO,,NO,1.07.2021
488499,STREETLIGHT,POLE,411517.2463N,0284128.9630E,548.4,49.1,NO,,NO,1.07.2021
488500,STREETLIGHT,POLE,411516.1706N,0284130.5642E,547.4,47.4,NO,,NO,1.07.2021
488501,STREETLIGHT,POLE,411515.1116N,0284132.1928E,548.2,47.8,NO,,NO,1.07.2021
488502,STREETLIGHT,POLE,411514.0579N,0284133.8215E,549.1,47.3,NO,,NO,1.07.2021
488503,STREETLIGHT,POLE,411513.0019N,0284135.4502E,551.4,49.0,NO,,NO,1.07.2021
488504,STREETLIGHT,POLE,411511.6046N,0284137.6731E,551.7,47.4,NO,,NO,1.07.2021
488505,STREETLIGHT,POLE,411510.5203N,0284139.2268E,551.0,45.6,NO,,NO,1.07.2021
488506,STREETLIGHT,POLE,411509.2986N,0284140.7243E,554.3,48.0,NO,,NO,1.07.2021
488507,STREETLIGHT,POLE,411508.0255N,0284142.0419E,554.3,47.2,NO,,NO,1.07.2021
488508,STREETLIGHT,POLE,411506.6645N,0284143.2218E,555.7,47.7,NO,,NO,1.07.2021
488509,STREETLIGHT,POLE,411505.2542N,0284144.2376E,555.0,46.4,NO,,NO,1.07.2021
488510,STREETLIGHT,POLE,411500.2364N,0284143.1739E,538.9,40.4,NO,,NO,1.07.2021
488511,STREETLIGHT,POLE,411501.1263N,0284144.0105E,543.6,40.6,NO,,NO,1.07.2021
488512,STREETLIGHT,POLE,411503.7520N,0284145.0898E,556.4,46.8,NO,,NO,1.07.2021
488513,STREETLIGHT,POLE,411502.0882N,0284144.3451E,545.5,39.9,NO,,NO,1.07.2021
488514,STREETLIGHT,POLE,411502.2536N,0284145.7897E,559.0,48.7,NO,,NO,1.07.2021
488515,STREETLIGHT,POLE,411500.6930N,0284146.3088E,557.8,46.5,NO,,NO,1.07.2021
488590,STREETLIGHT,POLE,411710.5915N,0284249.2873E,333.8,82.8,NO,,NO,1.07.2021
488636,STREETLIGHT,POLE,411528.7133N,0284049.0930E,473.4,38.9,NO,,NO,1.07.2021
488637,STREETLIGHT,POLE,411527.5943N,0284049.1239E,477.7,39.7,NO,,NO,1.07.2021
488638,STREETLIGHT,POLE,411526.5567N,0284048.9971E,480.2,38.6,NO,,NO,1.07.2021
488639,STREETLIGHT,POLE,411525.4470N,0284048.6975E,482.4,39.2,NO,,NO,1.07.2021
488640,STREETLIGHT,POLE,411524.4210N,0284048.2549E,484.7,39.6,NO,,NO,1.07.2021
488641,STREETLIGHT,POLE,411524.3074N,0284049.3149E,496.4,48.1,NO,,NO,1.07.2021
488642,STREETLIGHT,POLE,411523.3537N,0284047.6022E,485.7,39.8,NO,,NO,1.07.2021
488643,STREETLIGHT,POLE,411522.9435N,0284050.9376E,479.1,39.1,NO,,NO,1.07.2021
488644,STREETLIGHT,POLE,411523.6158N,0284052.2249E,477.0,37.8,NO,,NO,1.07.2021
488645,STREETLIGHT,POLE,411523.5928N,0284050.4425E,492.3,49.0,NO,,NO,1.07.2021
488646,STREETLIGHT,POLE,411524.6956N,0284051.6564E,492.1,47.2,NO,,NO,1.07.2021
488647,STREETLIGHT,POLE,411525.7675N,0284053.0029E,492.8,48.3,NO,,NO,1.07.2021
488648,STREETLIGHT,POLE,411526.6713N,0284051.5993E,498.2,47.7,NO,,NO,1.07.2021
488649,STREETLIGHT,POLE,411525.5169N,0284050.3963E,498.0,48.6,NO,,NO,1.07.2021
488650,STREETLIGHT,POLE,411527.7474N,0284052.9376E,499.5,47.5,NO,,NO,1.07.2021
488651,STREETLIGHT,POLE,411528.7709N,0284054.3158E,500.8,48.0,NO,,NO,1.07.2021
488652,STREETLIGHT,POLE,411529.7801N,0284055.8250E,501.4,47.9,NO,,NO,1.07.2021
488653,STREETLIGHT,POLE,411527.8301N,0284055.6877E,494.8,48.4,NO,,NO,1.07.2021
488654,STREETLIGHT,POLE,411526.8206N,0284054.3119E,494.2,47.8,NO,,NO,1.07.2021
488655,STREETLIGHT,POLE,411524.1526N,0284053.6038E,475.7,39.1,NO,,NO,1.07.2021
488656,STREETLIGHT,POLE,411524.5574N,0284055.0711E,472.6,38.3,NO,,NO,1.07.2021
488666,STREETLIGHT,POLE,411530.7033N,0284057.3092E,502.3,48.0,NO,,NO,1.07.2021
488667,STREETLIGHT,POLE,411531.7105N,0284059.1158E,503.5,48.4,NO,,NO,1.07.2021
488668,STREETLIGHT,POLE,411532.5215N,0284100.7353E,503.4,48.3,NO,,NO,1.07.2021
488669,STREETLIGHT,POLE,411533.0743N,0284101.9054E,502.9,47.5,NO,,NO,1.07.2021
488670,STREETLIGHT,POLE,411533.7346N,0284103.3256E,502.3,47.9,NO,,NO,1.07.2021
488671,STREETLIGHT,POLE,411534.8647N,0284104.8907E,491.5,37.2,NO,,NO,1.07.2021
488672,STREETLIGHT,POLE,411535.9700N,0284104.9778E,491.2,38.0,NO,,NO,1.07.2021
488673,STREETLIGHT,POLE,411536.9047N,0284104.1428E,490.0,38.6,NO,,NO,1.07.2021
488674,STREETLIGHT,POLE,411537.6586N,0284103.0359E,485.2,38.8,NO,,NO,1.07.2021
488675,STREETLIGHT,POLE,411538.1659N,0284101.4981E,481.2,38.9,NO,,NO,1.07.2021
488676,STREETLIGHT,POLE,411538.3466N,0284059.8096E,475.9,38.9,NO,,NO,1.07.2021
488678,STREETLIGHT,POLE,411528.7993N,0284057.1461E,495.8,47.9,NO,,NO,1.07.2021
488679,STREETLIGHT,POLE,411529.7155N,0284058.6356E,496.8,48.5,NO,,NO,1.07.2021
488680,STREETLIGHT,POLE,411530.5704N,0284100.1825E,496.4,47.0,NO,,NO,1.07.2021
488681,STREETLIGHT,POLE,411531.3769N,0284101.7869E,497.6,47.4,NO,,NO,1.07.2021
488682,STREETLIGHT,POLE,411532.3830N,0284104.2576E,498.1,48.3,NO,,NO,1.07.2021
488683,STREETLIGHT,POLE,411532.4085N,0284105.9466E,487.8,38.4,NO,,NO,1.07.2021
488684,STREETLIGHT,POLE,411531.7634N,0284107.4102E,486.7,38.8,NO,,NO,1.07.2021
488685,STREETLIGHT,POLE,411533.8650N,0284107.2256E,494.7,38.9,NO,,NO,1.07.2021
488686,STREETLIGHT,POLE,411534.7735N,0284106.6254E,496.7,38.2,NO,,NO,1.07.2021
488687,STREETLIGHT,POLE,411534.2215N,0284105.1905E,494.9,38.4,NO,,NO,1.07.2021
488688,STREETLIGHT,POLE,411533.2650N,0284105.6933E,487.2,34.4,NO,,NO,1.07.2021
488693,STREETLIGHT,POLE,411524.9250N,0284105.3291E,474.9,47.4,NO,,NO,1.07.2021
488694,STREETLIGHT,POLE,411523.8096N,0284106.8842E,477.8,47.3,NO,,NO,1.07.2021
488695,STREETLIGHT,POLE,411522.6720N,0284108.4097E,480.5,47.3,NO,,NO,1.07.2021
488703,STREETLIGHT,POLE,411528.3520N,0284107.5788E,474.2,38.4,NO,,NO,1.07.2021
488705,STREETLIGHT,POLE,411537.9959N,0284107.3845E,526.3,40.6,NO,,NO,1.07.2021
488706,STREETLIGHT,POLE,411539.0245N,0284107.0334E,530.2,40.1,NO,,NO,1.07.2021
488707,STREETLIGHT,POLE,411540.0909N,0284107.0450E,535.1,40.0,NO,,NO,1.07.2021
488708,STREETLIGHT,POLE,411541.0879N,0284107.6104E,540.3,41.1,NO,,NO,1.07.2021
488709,STREETLIGHT,POLE,411529.2038N,0284118.1375E,552.2,47.1,NO,,NO,1.07.2021
488710,STREETLIGHT,POLE,411529.5106N,0284119.0978E,543.2,41.6,NO,,NO,1.07.2021
488711,STREETLIGHT,POLE,411530.5554N,0284118.8381E,542.2,39.4,NO,,NO,1.07.2021
488712,STREETLIGHT,POLE,411530.7249N,0284117.4037E,554.5,48.3,NO,,NO,1.07.2021
488713,STREETLIGHT,POLE,411531.5345N,0284115.6587E,550.2,41.0,NO,,NO,1.07.2021
488714,STREETLIGHT,POLE,411532.2726N,0284116.7756E,554.2,47.2,NO,,NO,1.07.2021
488715,STREETLIGHT,POLE,411532.6960N,0284118.7359E,541.3,40.2,NO,,NO,1.07.2021
488716,STREETLIGHT,POLE,411533.7490N,0284118.9170E,540.9,40.9,NO,,NO,1.07.2021
488717,STREETLIGHT,POLE,411534.7932N,0284119.2594E,540.0,42.4,NO,,NO,1.07.2021
488718,STREETLIGHT,POLE,411535.8346N,0284119.7744E,536.9,42.2,NO,,NO,1.07.2021
488719,STREETLIGHT,POLE,411533.8407N,0284116.1800E,554.7,46.9,NO,,NO,1.07.2021
488720,STREETLIGHT,POLE,411535.3367N,0284115.6535E,555.2,47.4,NO,,NO,1.07.2021
488721,STREETLIGHT,POLE,411537.9711N,0284116.4316E,533.5,48.4,NO,,NO,1.07.2021
488722,STREETLIGHT,POLE,411538.6915N,0284118.3595E,537.1,49.0,NO,,NO,1.07.2021
488723,STREETLIGHT,POLE,411539.4132N,0284120.2690E,537.6,49.5,NO,,NO,1.07.2021
488724,STREETLIGHT,POLE,411540.5400N,0284119.6623E,532.8,41.5,NO,,NO,1.07.2021
488725,STREETLIGHT,POLE,411540.5022N,0284118.2270E,539.2,42.1,NO,,NO,1.07.2021
488726,STREETLIGHT,POLE,411540.7550N,0284116.8874E,544.3,41.2,NO,,NO,1.07.2021
488727,STREETLIGHT,POLE,411541.2788N,0284115.6570E,540.2,32.2,NO,,NO,1.07.2021
488728,STREETLIGHT,POLE,411542.0440N,0284114.6582E,553.0,43.2,NO,,NO,1.07.2021
488729,STREETLIGHT,POLE,411542.9633N,0284113.9337E,554.7,41.4,NO,,NO,1.07.2021
488730,STREETLIGHT,POLE,411543.2398N,0284112.9357E,563.2,48.9,NO,,NO,1.07.2021
488731,STREETLIGHT,POLE,411544.8215N,0284112.4092E,564.0,49.0,NO,,NO,1.07.2021
488732,STREETLIGHT,POLE,411541.6675N,0284113.4607E,562.9,49.7,NO,,NO,1.07.2021
488733,STREETLIGHT,POLE,411540.9727N,0284113.1003E,553.5,41.9,NO,,NO,1.07.2021
488734,STREETLIGHT,POLE,411540.1088N,0284114.0050E,560.4,49.3,NO,,NO,1.07.2021
488735,STREETLIGHT,POLE,411538.5725N,0284114.5279E,560.3,49.6,NO,,NO,1.07.2021
488736,STREETLIGHT,POLE,411541.5316N,0284112.4689E,553.8,42.6,NO,,NO,1.07.2021
488737,STREETLIGHT,POLE,411541.9730N,0284111.4885E,552.6,42.5,NO,,NO,1.07.2021
488738,STREETLIGHT,POLE,411542.1234N,0284110.0496E,549.3,42.6,NO,,NO,1.07.2021
488739,STREETLIGHT,POLE,411541.8090N,0284108.6743E,545.2,42.3,NO,,NO,1.07.2021
488740,STREETLIGHT,POLE,411537.1711N,0284108.2826E,522.8,40.6,NO,,NO,1.07.2021
488741,STREETLIGHT,POLE,411536.6962N,0284109.5382E,520.9,42.4,NO,,NO,1.07.2021
488742,STREETLIGHT,POLE,411536.6409N,0284110.9464E,518.5,41.9,NO,,NO,1.07.2021
488743,STREETLIGHT,POLE,411535.9706N,0284109.7535E,502.9,38.4,NO,,NO,1.07.2021
488744,STREETLIGHT,POLE,411536.9894N,0284112.2938E,517.5,42.1,NO,,NO,1.07.2021
488745,STREETLIGHT,POLE,411537.2580N,0284113.2004E,518.7,42.8,NO,,NO,1.07.2021
488746,STREETLIGHT,POLE,411537.0962N,0284114.0855E,525.2,48.1,NO,,NO,1.07.2021
488747,STREETLIGHT,POLE,411536.4530N,0284113.7359E,515.5,42.7,NO,,NO,1.07.2021
488748,STREETLIGHT,POLE,411536.5240N,0284112.5940E,519.8,48.9,NO,,NO,1.07.2021
488749,STREETLIGHT,POLE,411535.9489N,0284112.6775E,510.5,42.2,NO,,NO,1.07.2021
488750,STREETLIGHT,POLE,411535.6637N,0284111.8423E,506.1,38.9,NO,,NO,1.07.2021
488751,STREETLIGHT,POLE,411535.3842N,0284111.4741E,509.6,42.1,NO,,NO,1.07.2021
488752,STREETLIGHT,POLE,411535.0658N,0284110.3011E,501.4,38.8,NO,,NO,1.07.2021
488753,STREETLIGHT,POLE,411534.8172N,0284110.2753E,512.1,42.3,NO,,NO,1.07.2021
488754,STREETLIGHT,POLE,411534.1043N,0284109.2083E,497.7,22.6,NO,,NO,1.07.2021
488755,STREETLIGHT,POLE,411534.4627N,0284108.7688E,497.3,38.5,NO,,NO,1.07.2021
488756,STREETLIGHT,POLE,411533.1228N,0284108.5745E,521.1,41.2,NO,,NO,1.07.2021
488757,STREETLIGHT,POLE,411532.0472N,0284108.4804E,525.7,41.2,NO,,NO,1.07.2021
488758,STREETLIGHT,POLE,411531.0382N,0284108.9296E,530.7,40.9,NO,,NO,1.07.2021
488759,STREETLIGHT,POLE,411530.7168N,0284108.2672E,485.2,39.2,NO,,NO,1.07.2021
488760,STREETLIGHT,POLE,411530.2354N,0284109.8405E,534.8,41.2,NO,,NO,1.07.2021
488761,STREETLIGHT,POLE,411529.7291N,0284111.0949E,539.2,42.5,NO,,NO,1.07.2021
488762,STREETLIGHT,POLE,411529.5055N,0284108.3408E,481.0,39.1,NO,,NO,1.07.2021
488763,STREETLIGHT,POLE,411529.6453N,0284112.4918E,544.9,41.7,NO,,NO,1.07.2021
488764,STREETLIGHT,POLE,411529.9378N,0284113.8488E,548.1,41.9,NO,,NO,1.07.2021
488765,STREETLIGHT,POLE,411530.5959N,0284114.9450E,550.3,41.5,NO,,NO,1.07.2021
488766,STREETLIGHT,POLE,411531.6136N,0284118.7094E,544.0,41.6,NO,,NO,1.07.2021
488767,STREETLIGHT,POLE,411527.6967N,0284118.9769E,554.5,49.8,NO,,NO,1.07.2021
488768,STREETLIGHT,POLE,411526.2463N,0284119.9012E,553.1,49.6,NO,,NO,1.07.2021
488769,STREETLIGHT,POLE,411524.8087N,0284120.9418E,551.6,48.9,NO,,NO,1.07.2021
488770,STREETLIGHT,POLE,411523.4289N,0284122.0719E,549.9,49.0,NO,,NO,1.07.2021
488771,STREETLIGHT,POLE,411536.7497N,0284120.3826E,534.1,42.1,NO,,NO,1.07.2021
488772,STREETLIGHT,POLE,411537.6412N,0284121.1681E,531.1,41.2,NO,,NO,1.07.2021
488773,STREETLIGHT,POLE,411538.4733N,0284122.0656E,528.1,42.1,NO,,NO,1.07.2021
488774,STREETLIGHT,POLE,411539.2142N,0284123.0827E,524.4,42.1,NO,,NO,1.07.2021
488775,STREETLIGHT,POLE,411539.8664N,0284124.1953E,521.6,42.9,NO,,NO,1.07.2021
488776,STREETLIGHT,POLE,411540.4399N,0284125.4019E,518.2,42.7,NO,,NO,1.07.2021
488777,STREETLIGHT,POLE,411541.5476N,0284126.0526E,523.9,49.0,NO,,NO,1.07.2021
488778,STREETLIGHT,POLE,411540.8319N,0284124.1278E,528.9,47.6,NO,,NO,1.07.2021
488779,STREETLIGHT,POLE,411540.1232N,0284122.1969E,535.4,49.6,NO,,NO,1.07.2021
488780,STREETLIGHT,POLE,411540.7988N,0284121.0022E,527.2,41.5,NO,,NO,1.07.2021
488781,STREETLIGHT,POLE,411541.1250N,0284122.3827E,523.0,41.8,NO,,NO,1.07.2021
488782,STREETLIGHT,POLE,411541.4701N,0284123.6982E,520.7,42.9,NO,,NO,1.07.2021
488783,STREETLIGHT,POLE,411542.2668N,0284127.9883E,518.5,48.9,NO,,NO,1.07.2021
488784,STREETLIGHT,POLE,411542.9755N,0284129.9115E,513.1,49.1,NO,,NO,1.07.2021
488785,STREETLIGHT,POLE,411544.4022N,0284133.7736E,502.0,49.0,NO,,NO,1.07.2021
488786,STREETLIGHT,POLE,411543.6957N,0284131.8550E,508.5,49.8,NO,,NO,1.07.2021
488833,STREETLIGHT,POLE,411545.0861N,0284135.7206E,492.7,47.7,NO,,NO,1.07.2021
488834,STREETLIGHT,POLE,411545.6940N,0284137.7069E,483.9,47.8,NO,,NO,1.07.2021
488835,STREETLIGHT,POLE,411546.2141N,0284139.7432E,474.6,47.8,NO,,NO,1.07.2021
488863,STREETLIGHT,POLE,411718.3730N,0284204.8869E,324.8,80.6,NO,,NO,1.07.2021
488864,STREETLIGHT,POLE,411718.4264N,0284209.4403E,324.5,81.2,NO,,NO,1.07.2021
488867,STREETLIGHT,POLE,411731.0844N,0284208.8466E,313.0,81.4,NO,,NO,1.07.2021
488870,STREETLIGHT,POLE,411729.0268N,0284204.1209E,328.2,80.7,NO,,NO,1.07.2021
489274,STREETLIGHT,POLE,411636.1517N,0284314.4897E,350.9,83.9,NO,,NO,1.07.2021
489285,STREETLIGHT,POLE,411630.6632N,0284314.5496E,324.2,57.3,NO,,NO,1.07.2021
490386,STREETLIGHT,POLE,411546.5091N,0284222.4430E,332.5,15.0,NO,,NO,1.07.2022
490387,STREETLIGHT,POLE,411547.8745N,0284222.1972E,331.7,13.8,NO,,NO,1.07.2022
490852,STREETLIGHT,POLE,411543.0268N,0284304.0495E,364.8,62.3,NO,,NO,1.07.2021
491278,STREETLIGHT,POLE,411539.7963N,0284307.3009E,357.4,49.6,NO,,NO,1.07.2021
491279,STREETLIGHT,POLE,411539.8122N,0284305.2491E,357.8,50.7,NO,,NO,1.07.2021
491386,STREETLIGHT,POLE,411521.5069N,0284109.8933E,483.6,48.1,NO,,NO,1.07.2021
491387,STREETLIGHT,POLE,411520.3127N,0284111.3449E,486.6,47.1,NO,,NO,1.07.2021
491388,STREETLIGHT,POLE,411519.0864N,0284112.7496E,490.2,46.9,NO,,NO,1.07.2021
491389,STREETLIGHT,POLE,411517.8549N,0284114.1508E,495.4,47.9,NO,,NO,1.07.2021
491390,STREETLIGHT,POLE,411516.6270N,0284115.5392E,497.5,47.4,NO,,NO,1.07.2021
491391,STREETLIGHT,POLE,411515.3954N,0284116.9402E,503.9,49.7,NO,,NO,1.07.2021
491392,STREETLIGHT,POLE,411514.1678N,0284118.3459E,506.7,49.4,NO,,NO,1.07.2021
491393,STREETLIGHT,POLE,411512.9374N,0284119.7466E,509.1,49.1,NO,,NO,1.07.2021
491394,STREETLIGHT,POLE,411511.7111N,0284121.1386E,511.9,47.9,NO,,NO,1.07.2021
491395,STREETLIGHT,POLE,411509.2458N,0284123.9399E,516.2,48.1,NO,,NO,1.07.2021
491396,STREETLIGHT,POLE,411508.0190N,0284125.3460E,516.9,47.4,NO,,NO,1.07.2021
491397,STREETLIGHT,POLE,411506.7957N,0284126.7414E,519.8,48.7,NO,,NO,1.07.2021
491398,STREETLIGHT,POLE,411505.5683N,0284128.1498E,520.9,48.0,NO,,NO,1.07.2021
491399,STREETLIGHT,POLE,411504.3699N,0284129.5944E,520.7,46.9,NO,,NO,1.07.2021
491400,STREETLIGHT,POLE,411503.1937N,0284131.0748E,522.3,48.3,NO,,NO,1.07.2021
491401,STREETLIGHT,POLE,411502.2050N,0284131.3377E,525.4,49.6,NO,,NO,1.07.2021
491402,STREETLIGHT,POLE,411502.0508N,0284132.5942E,522.6,48.1,NO,,NO,1.07.2021
491403,STREETLIGHT,POLE,411501.0750N,0284132.8751E,522.3,46.5,NO,,NO,1.07.2021
491404,STREETLIGHT,POLE,411500.9331N,0284134.1537E,522.1,47.6,NO,,NO,1.07.2021
491405,STREETLIGHT,POLE,411500.7441N,0284135.6282E,522.8,49.7,NO,,NO,1.07.2021
491418,STREETLIGHT,POLE,411521.4360N,0284215.5924E,381.4,27.8,NO,,NO,1.07.2022
491419,STREETLIGHT,POLE,411520.1592N,0284217.5116E,372.5,27.5,NO,,NO,1.07.2022
491420,STREETLIGHT,POLE,411518.9580N,0284219.3202E,387.2,47.2,NO,,NO,1.07.2022
491421,STREETLIGHT,POLE,411519.1000N,0284220.1733E,364.2,26.7,NO,,NO,1.07.2021
491422,STREETLIGHT,POLE,411518.4603N,0284220.0673E,386.5,47.4,NO,,NO,1.07.2022
491424,STREETLIGHT,POLE,411517.8166N,0284221.0418E,386.4,47.6,NO,,NO,1.07.2022
491425,STREETLIGHT,POLE,411517.1743N,0284222.0150E,386.5,47.4,NO,,NO,1.07.2022
491510,STREETLIGHT,POLE,411640.2098N,0284250.6202E,367.6,83.6,NO,,NO,1.07.2021
491511,STREETLIGHT,POLE,411637.8595N,0284250.6669E,369.8,84.4,NO,,NO,1.07.2021
491512,STREETLIGHT,POLE,411635.5092N,0284250.7122E,369.6,83.4,NO,,NO,1.07.2021
491602,STREETLIGHT,POLE,411602.4274N,0284403.2875E,372.0,83.9,NO,,NO,1.07.2021
491603,STREETLIGHT,POLE,411605.1143N,0284413.5304E,371.2,83.8,NO,,NO,1.07.2021
491604,STREETLIGHT,POLE,411602.7460N,0284414.5483E,372.8,84.0,NO,,NO,1.07.2021
491663,STREETLIGHT,POLE,411615.5330N,0284147.6210E,539.0,28.1,NO,,NO,1.07.2021
491664,STREETLIGHT,POLE,411615.3799N,0284147.4713E,539.4,28.6,NO,,NO,1.07.2021
491665,STREETLIGHT,POLE,411615.6648N,0284147.1428E,538.1,26.2,NO,,NO,1.07.2021
491666,STREETLIGHT,POLE,411615.6213N,0284142.3273E,538.7,23.7,NO,,NO,1.07.2021
491667,STREETLIGHT,POLE,411616.3863N,0284141.2147E,547.5,28.7,NO,,NO,1.07.2021
491668,STREETLIGHT,POLE,411616.9174N,0284140.1138E,545.4,27.0,NO,,NO,1.07.2021
491669,STREETLIGHT,POLE,411617.3653N,0284138.6341E,542.2,25.7,NO,,NO,1.07.2021
491788,STREETLIGHT,POLE,411600.0460N,0284117.3448E,505.3,24.6,NO,,NO,1.07.2021
491789,STREETLIGHT,POLE,411555.6963N,0284123.5569E,485.1,20.7,NO,,NO,1.07.2021
491790,STREETLIGHT,POLE,411556.0546N,0284126.2747E,479.9,20.5,NO,,NO,1.07.2021
491860,STREETLIGHT,POLE,411729.0983N,0284209.8060E,326.7,80.8,NO,,NO,1.07.2021
491861,STREETLIGHT,POLE,411726.7119N,0284205.2372E,326.4,81.1,NO,,NO,1.07.2021
491862,STREETLIGHT,POLE,411726.7295N,0284209.1607E,325.5,80.4,NO,,NO,1.07.2021
491865,STREETLIGHT,POLE,411724.8240N,0284209.2004E,325.1,80.4,NO,,NO,1.07.2021
491866,STREETLIGHT,POLE,411724.7327N,0284205.2868E,325.8,80.3,NO,,NO,1.07.2021
491867,STREETLIGHT,POLE,411722.6381N,0284205.3164E,325.5,79.7,NO,,NO,1.07.2021
491868,STREETLIGHT,POLE,411722.6993N,0284209.2291E,323.8,79.8,NO,,NO,1.07.2021
491870,STREETLIGHT,POLE,411720.2182N,0284209.2847E,324.4,81.0,NO,,NO,1.07.2021
491871,STREETLIGHT,POLE,411720.1649N,0284205.3784E,325.3,80.8,NO,,NO,1.07.2021
492141,STREETLIGHT,POLE,411908.1415N,0284315.3526E,323.4,26.9,NO,,NO,1.07.2021
492142,STREETLIGHT,POLE,411908.9681N,0284316.0386E,325.2,27.0,NO,,NO,1.07.2021
492143,STREETLIGHT,POLE,411909.1433N,0284315.4039E,320.4,26.5,NO,,NO,1.07.2021
492144,STREETLIGHT,POLE,411909.6740N,0284314.2658E,299.5,26.3,NO,,NO,1.07.2021
492347,STREETLIGHT,POLE,411507.5439N,0284507.5574E,365.8,84.2,NO,,NO,1.07.2021
492348,STREETLIGHT,POLE,411507.5569N,0284508.8038E,364.7,83.7,NO,,NO,1.07.2021
492571,STREETLIGHT,POLE,411443.9321N,0284553.8756E,383.7,49.3,NO,,NO,1.07.2021
492585,STREETLIGHT,POLE,411402.3691N,0284501.2421E,435.3,34.7,NO,,NO,1.07.2021
492586,STREETLIGHT,POLE,411433.6769N,0284528.3550E,410.6,40.1,NO,,NO,1.07.2021
492587,STREETLIGHT,POLE,411431.2564N,0284535.1310E,401.7,47.3,NO,,NO,1.07.2021
492588,STREETLIGHT,POLE,411431.2810N,0284533.4682E,407.6,49.3,NO,,NO,1.07.2021
492759,STREETLIGHT,POLE,411433.2057N,0284541.5346E,399.5,50.5,NO,,NO,1.07.2021
492760,STREETLIGHT,POLE,411433.2374N,0284539.4752E,401.7,49.0,NO,,NO,1.07.2021
492761,STREETLIGHT,POLE,411433.2181N,0284537.4238E,405.6,49.4,NO,,NO,1.07.2021
492762,STREETLIGHT,POLE,411433.1729N,0284535.3581E,410.2,50.6,NO,,NO,1.07.2021
492763,STREETLIGHT,POLE,411433.0979N,0284533.2929E,413.1,49.6,NO,,NO,1.07.2021
492764,STREETLIGHT,POLE,411433.0149N,0284531.2242E,418.3,51.5,NO,,NO,1.07.2021
492765,STREETLIGHT,POLE,411433.6146N,0284527.4568E,421.9,49.8,NO,,NO,1.07.2021
492766,STREETLIGHT,POLE,411432.0792N,0284525.6619E,424.2,48.7,NO,,NO,1.07.2021
492767,STREETLIGHT,POLE,411432.0115N,0284523.7723E,427.1,48.0,NO,,NO,1.07.2021
492768,STREETLIGHT,POLE,411431.9358N,0284521.8801E,431.5,48.4,NO,,NO,1.07.2021
492769,STREETLIGHT,POLE,411431.8644N,0284519.9992E,436.2,49.3,NO,,NO,1.07.2021
492770,STREETLIGHT,POLE,411430.8421N,0284520.0586E,431.5,48.9,NO,,NO,1.07.2021
492771,STREETLIGHT,POLE,411430.9035N,0284521.7310E,427.7,48.2,NO,,NO,1.07.2021
492772,STREETLIGHT,POLE,411430.9711N,0284523.4070E,425.4,48.4,NO,,NO,1.07.2021
492773,STREETLIGHT,POLE,411431.0363N,0284525.0800E,422.2,48.2,NO,,NO,1.07.2021
492774,STREETLIGHT,POLE,411431.0974N,0284526.7396E,419.3,48.3,NO,,NO,1.07.2021
492775,STREETLIGHT,POLE,411431.1572N,0284528.4594E,412.5,45.1,NO,,NO,1.07.2021
492776,STREETLIGHT,POLE,411433.5447N,0284525.5597E,424.0,48.6,NO,,NO,1.07.2021
492777,STREETLIGHT,POLE,411433.4747N,0284523.6590E,427.5,48.5,NO,,NO,1.07.2021
492778,STREETLIGHT,POLE,411433.4023N,0284521.7833E,430.7,48.6,NO,,NO,1.07.2021
492779,STREETLIGHT,POLE,411434.4241N,0284521.7009E,428.8,49.3,NO,,NO,1.07.2021
492780,STREETLIGHT,POLE,411434.3585N,0284520.0294E,431.1,48.8,NO,,NO,1.07.2021
492781,STREETLIGHT,POLE,411434.4901N,0284523.3967E,427.0,50.7,NO,,NO,1.07.2021
