Obstacle_Designator ,AIXM_NAME,Obstacle Type (AIXM),Latitude,Longitude,Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,
LTAW288,TREE,TREE,401611.67N,0362326.61E,3313.61,23.92,NO INFO,,NO,
LTAW289,TREE,TREE,401613.58N,0362326.16E,3310.33,29.29,NO INFO,,NO,
LTAW290,TREE,TREE,401613.81N,0362326.53E,3326.73,48.06,NO INFO,,NO,
LTAW291,TREE,TREE,401614.22N,0362326.45E,3316.89,40.17,NO INFO,,NO,
LTAW292,TREE,TREE,401614.68N,0362326.81E,3313.61,44.19,NO INFO,,NO,
LTAW293,TREE,TREE,401614.96N,0362327.19E,3323.45,59.79,NO INFO,,NO,
LTAW294,TREE,TREE,401614.99N,0362329.40E,3346.42,30.31,NO INFO,,NO,
LTAW295,TREE,TREE,401614.93N,0362329.18E,3346.42,33.08,NO INFO,,NO,
LTAW296,TREE,TREE,401614.50N,0362329.25E,3343.14,26.83,NO INFO,,NO,
LTAW297,TREE,TREE,401614.22N,0362328.11E,3320.17,30.59,NO INFO,,NO,
LTAW298,TREE,TREE,401614.76N,0362328.15E,3307.05,22.95,NO INFO,,NO,
LTAW299,TREE,TREE,401614.37N,0362327.48E,3297.20,18.22,NO INFO,,NO,
LTAW300,TREE,TREE,401614.03N,0362327.84E,3313.61,27.80,NO INFO,,NO,
LTAW301,TREE,TREE,401613.74N,0362327.78E,3310.33,24.17,NO INFO,,NO,
LTAW302,TREE,TREE,401615.14N,0362311.54E,3480.93,66.83,NO INFO,,NO,
LTAW303,TREE,TREE,401614.72N,0362311.81E,3477.65,63.21,NO INFO,,NO,
LTAW304,TREE,TREE,401615.05N,0362311.91E,3480.93,67.43,NO INFO,,NO,
LTAW305,TREE,TREE,401615.00N,0362311.53E,3480.93,66.21,NO INFO,,NO,
LTAW306,TREE,TREE,401614.93N,0362311.34E,3477.65,61.80,NO INFO,,NO,
LTAW307,TREE,TREE,401614.93N,0362311.34E,3477.65,61.80,NO INFO,,NO,
LTAW308,TREE,TREE,401614.99N,0362310.97E,3451.40,33.26,NO INFO,,NO,
LTAW309,TREE,TREE,401614.30N,0362311.02E,3474.37,54.34,NO INFO,,NO,
LTAW310,TREE,TREE,401613.98N,0362311.39E,3464.52,47.50,NO INFO,,NO,
LTAW311,TREE,TREE,401613.80N,0362311.17E,3474.37,55.51,NO INFO,,NO,
LTAW312,TREE,TREE,401613.57N,0362311.50E,3451.40,33.78,NO INFO,,NO,
LTAW313,TREE,TREE,401613.32N,0362311.70E,3461.24,42.31,NO INFO,,NO,
LTAW314,TREE,TREE,401614.35N,0362314.77E,3477.65,38.60,NO INFO,,NO,
LTAW315,TREE,TREE,401614.88N,0362315.28E,3467.81,36.03,NO INFO,,NO,
LTAW316,TREE,TREE,401614.88N,0362315.99E,3467.81,33.76,NO INFO,,NO,
LTAW317,TREE,TREE,401614.64N,0362316.07E,3467.81,30.36,NO INFO,,NO,
LTAW318,TREE,TREE,401614.68N,0362317.47E,3464.52,38.05,NO INFO,,NO,
LTAW319,TREE,TREE,401613.60N,0362315.35E,3477.65,27.56,NO INFO,,NO,
LTAW320,TREE,TREE,401615.10N,0362317.99E,3438.28,25.99,NO INFO,,NO,
LTAW321,TREE,TREE,401606.36N,0362312.07E,3500.61,26.16,NO INFO,,NO,
LTAW322,TREE,TREE,401603.98N,0362315.92E,3494.05,27.61,NO INFO,,NO,
LTAW323,TREE,TREE,401604.53N,0362316.16E,3477.65,24.88,NO INFO,,NO,
LTAW324,TREE,TREE,401604.00N,0362315.25E,3497.33,28.60,NO INFO,,NO,
LTAW325,TREE,TREE,401603.61N,0362311.58E,3530.14,27.98,NO INFO,,NO,
LTAW326,TREE,TREE,401612.44N,0362346.70E,3336.57,52.13,NO INFO,,NO,
LTAW327,TREE,TREE,401613.32N,0362346.67E,3339.85,62.01,NO INFO,,NO,
LTAW328,TREE,TREE,401613.62N,0362346.98E,3336.57,61.43,NO INFO,,NO,
LTAW329,TREE,TREE,401613.53N,0362346.74E,3336.57,60.30,NO INFO,,NO,
LTAW330,TREE,TREE,401611.25N,0362346.27E,3333.29,40.50,NO INFO,,NO,
LTAW331,TREE,TREE,401611.02N,0362346.19E,3336.57,38.91,NO INFO,,NO,
LTAW332,TREE,TREE,401610.78N,0362346.10E,3333.29,31.85,NO INFO,,NO,
LTAW333,TREE,TREE,401609.51N,0362345.57E,3385.79,60.43,NO INFO,,NO,
LTAW334,TREE,TREE,401609.86N,0362345.82E,3346.42,28.82,NO INFO,,NO,
LTAW335,TREE,TREE,401610.18N,0362345.87E,3346.42,36.63,NO INFO,,NO,
LTAW336,TREE,TREE,401608.50N,0362343.88E,3398.91,59.16,NO INFO,,NO,
LTAW337,TREE,TREE,401610.38N,0362338.14E,3444.84,34.36,NO INFO,,NO,
LTAW338,TREE,TREE,401610.35N,0362337.82E,3448.12,37.66,NO INFO,,NO,
LTAW339,TREE,TREE,401609.93N,0362337.36E,3451.40,38.92,NO INFO,,NO,
LTAW340,TREE,TREE,401609.24N,0362336.92E,3444.84,27.79,NO INFO,,NO,
LTAW341,TREE,TREE,401609.95N,0362340.41E,3425.16,26.99,NO INFO,,NO,
LTAW342,TREE,TREE,401608.97N,0362336.60E,3448.12,30.73,NO INFO,,NO,
LTAW343,TREE,TREE,401608.67N,0362336.40E,3444.84,26.00,NO INFO,,NO,
LTAW344,TREE,TREE,401608.61N,0362335.60E,3467.81,55.95,NO INFO,,NO,
LTAW345,TREE,TREE,401608.90N,0362335.58E,3467.81,59.41,NO INFO,,NO,
LTAW346,TREE,TREE,401608.99N,0362335.67E,3467.81,59.34,NO INFO,,NO,
LTAW347,TREE,TREE,401609.17N,0362335.75E,3464.52,56.95,NO INFO,,NO,
LTAW348,TREE,TREE,401609.39N,0362335.78E,3461.24,55.26,NO INFO,,NO,
LTAW349,TREE,TREE,401609.53N,0362335.82E,3461.24,56.04,NO INFO,,NO,
LTAW350,TREE,TREE,401610.48N,0362335.93E,3451.40,51.05,NO INFO,,NO,
LTAW351,TREE,TREE,401610.29N,0362335.95E,3441.56,40.02,NO INFO,,NO,
LTAW352,TREE,TREE,401610.12N,0362335.83E,3438.28,36.81,NO INFO,,NO,
LTAW353,TREE,TREE,401611.54N,0362336.90E,3431.72,28.23,NO INFO,,NO,
LTAW354,TREE,TREE,401611.37N,0362336.89E,3431.72,27.58,NO INFO,,NO,
LTAW355,TREE,TREE,401612.37N,0362335.98E,3418.59,25.68,NO INFO,,NO,
LTAW356,TREE,TREE,401613.07N,0362335.55E,3412.03,27.45,NO INFO,,NO,
LTAW357,TREE,TREE,401612.89N,0362335.50E,3412.03,26.81,NO INFO,,NO,
LTAW358,TREE,TREE,401612.80N,0362334.94E,3405.47,25.64,NO INFO,,NO,
LTAW359,TREE,TREE,401612.66N,0362334.64E,3402.19,24.17,NO INFO,,NO,
LTAW360,TREE,TREE,401612.47N,0362334.38E,3408.75,31.79,NO INFO,,NO,
LTAW361,TREE,TREE,401612.35N,0362334.23E,3405.47,29.45,NO INFO,,NO,
LTAW362,TREE,TREE,401612.29N,0362334.08E,3405.47,30.53,NO INFO,,NO,
LTAW363,TREE,TREE,401611.97N,0362333.48E,3402.19,31.34,NO INFO,,NO,
LTAW364,TREE,TREE,401611.80N,0362333.13E,3395.63,26.98,NO INFO,,NO,
LTAW365,TREE,TREE,401611.61N,0362332.62E,3385.79,20.93,NO INFO,,NO,
LTAW366,TREE,TREE,401613.00N,0362335.96E,3412.03,23.65,NO INFO,,NO,
LTAW367,TREE,TREE,401610.80N,0362329.93E,3349.70,26.82,NO INFO,,NO,
LTAW368,TREE,TREE,401611.20N,0362330.27E,3359.54,24.80,NO INFO,,NO,
LTAW369,TREE,TREE,401611.23N,0362330.63E,3359.54,18.00,NO INFO,,NO,
LTAW370,TREE,TREE,401607.70N,0362331.72E,3405.47,35.81,NO INFO,,NO,
LTAW371,TREE,TREE,401606.53N,0362331.62E,3402.19,25.00,NO INFO,,NO,
LTAW372,TREE,TREE,401605.98N,0362331.94E,3408.75,25.60,NO INFO,,NO,
LTAW373,TREE,TREE,401606.25N,0362331.34E,3412.03,24.98,NO INFO,,NO,
LTAW374,TREE,TREE,401628.40N,0362024.29E,2985.53,36.67,NO INFO,,NO,
LTAW375,TREE,TREE,401628.40N,0362026.76E,2946.16,24.68,NO INFO,,NO,
LTAW376,TREE,TREE,401628.72N,0362026.95E,2939.60,26.79,NO INFO,,NO,
LTAW377,TREE,TREE,401624.65N,0362030.83E,3044.58,27.80,NO INFO,,NO,
LTAW378,TREE,TREE,401625.31N,0362032.70E,2992.09,36.72,NO INFO,,NO,
LTAW379,TREE,TREE,401623.68N,0362032.67E,3041.30,32.02,NO INFO,,NO,
LTAW380,TREE,TREE,401624.16N,0362032.73E,3024.90,38.59,NO INFO,,NO,
LTAW381,TREE,TREE,401622.63N,0362032.33E,3097.08,53.11,NO INFO,,NO,
LTAW382,TREE,TREE,401622.21N,0362032.90E,3093.79,44.42,NO INFO,,NO,
LTAW383,TREE,TREE,401621.83N,0362033.20E,3087.23,28.97,NO INFO,,NO,
LTAW384,TREE,TREE,401621.86N,0362033.51E,3097.08,27.22,NO INFO,,NO,
LTAW385,TREE,TREE,401628.14N,0362039.40E,2985.53,2.04,NO INFO,,NO,
LTAW386,TREE,TREE,401628.90N,0362039.83E,2985.53,8.16,NO INFO,,NO,
LTAW387,TREE,TREE,401623.88N,0362150.25E,2319.53,57.10,NO INFO,,NO,
LTAW388,TREE,TREE,401622.83N,0362149.93E,2319.53,36.36,NO INFO,,NO,
LTAW389,TREE,TREE,401623.09N,0362149.59E,2312.96,23.96,NO INFO,,NO,
LTAW390,TREE,TREE,401622.25N,0362148.78E,2326.09,25.39,NO INFO,,NO,
LTAW391,TREE,TREE,401621.80N,0362147.94E,2362.18,34.37,NO INFO,,NO,
LTAW392,TREE,TREE,401621.57N,0362148.04E,2365.46,41.76,NO INFO,,NO,
LTAW393,TREE,TREE,401623.31N,0362152.38E,2408.11,37.34,NO INFO,,NO,
LTAW394,TREE,TREE,401622.94N,0362152.45E,2437.63,38.35,NO INFO,,NO,
LTAW395,TREE,TREE,401622.77N,0362152.66E,2444.20,32.72,NO INFO,,NO,
LTAW396,TREE,TREE,401622.39N,0362152.56E,2467.16,28.46,NO INFO,,NO,
LTAW397,TREE,TREE,401622.22N,0362152.72E,2483.57,31.88,NO INFO,,NO,
LTAW398,TREE,TREE,401622.58N,0362152.86E,2457.32,31.67,NO INFO,,NO,
LTAW399,TREE,TREE,401623.17N,0362152.69E,2417.95,34.83,NO INFO,,NO,
LTAW400,TREE,TREE,401623.16N,0362152.11E,2421.23,39.23,NO INFO,,NO,
LTAW401,TREE,TREE,401624.54N,0362154.08E,2319.53,27.20,NO INFO,,NO,
LTAW402,TREE,TREE,401624.80N,0362153.17E,2316.24,39.72,NO INFO,,NO,
LTAW403,TREE,TREE,401625.36N,0362152.18E,2280.16,18.33,NO INFO,,NO,
LTAW404,TREE,TREE,401625.65N,0362151.45E,2286.72,34.73,NO INFO,,NO,
LTAW405,TREE,TREE,401625.82N,0362151.09E,2290.00,41.18,NO INFO,,NO,
LTAW406,TREE,TREE,401625.25N,0362149.82E,2322.81,60.04,NO INFO,,NO,
LTAW407,TREE,TREE,401625.48N,0362149.78E,2319.53,59.00,NO INFO,,NO,
LTAW408,TREE,TREE,401626.26N,0362150.17E,2303.12,71.16,NO INFO,,NO,
LTAW409,TREE,TREE,401626.62N,0362149.82E,2290.00,57.98,NO INFO,,NO,
LTAW410,TREE,TREE,401626.55N,0362150.01E,2303.12,73.24,NO INFO,,NO,
LTAW411,TREE,TREE,401626.49N,0362149.30E,2290.00,37.65,NO INFO,,NO,
LTAW412,TREE,TREE,401626.78N,0362148.83E,2283.44,31.67,NO INFO,,NO,
LTAW413,TREE,TREE,401627.15N,0362149.15E,2257.19,24.22,NO INFO,,NO,
LTAW414,TREE,TREE,401627.39N,0362148.95E,2263.75,35.57,NO INFO,,NO,
LTAW415,TREE,TREE,401627.79N,0362148.75E,2296.56,73.09,NO INFO,,NO,
LTAW416,TREE,TREE,401628.02N,0362148.69E,2296.56,73.52,NO INFO,,NO,
LTAW417,TREE,TREE,401628.26N,0362148.62E,2293.28,71.63,NO INFO,,NO,
LTAW418,TREE,TREE,401628.29N,0362148.20E,2283.44,60.46,NO INFO,,NO,
LTAW419,TREE,TREE,401628.75N,0362148.27E,2283.44,69.38,NO INFO,,NO,
LTAW420,TREE,TREE,401628.75N,0362148.04E,2293.28,78.55,NO INFO,,NO,
LTAW421,TREE,TREE,401628.88N,0362147.53E,2240.79,26.64,NO INFO,,NO,
LTAW422,TREE,TREE,401628.67N,0362147.52E,2250.63,30.92,NO INFO,,NO,
LTAW423,TREE,TREE,401629.50N,0362146.82E,2267.03,66.66,NO INFO,,NO,
LTAW424,TREE,TREE,401629.78N,0362145.70E,2250.63,45.12,NO INFO,,NO,
LTAW425,TREE,TREE,401629.66N,0362145.94E,2260.47,53.11,NO INFO,,NO,
LTAW426,TREE,TREE,401628.65N,0362146.08E,2286.72,57.60,NO INFO,,NO,
LTAW427,TREE,TREE,401628.27N,0362146.42E,2290.00,48.86,NO INFO,,NO,
LTAW428,TREE,TREE,401628.05N,0362146.45E,2306.40,67.25,NO INFO,,NO,
LTAW429,TREE,TREE,401615.42N,0362232.63E,3352.98,23.55,NO INFO,,NO,
LTAW430,TREE,TREE,401617.38N,0362232.46E,3362.82,28.62,NO INFO,,NO,
LTAW431,TREE,TREE,401616.60N,0362230.85E,3330.01,24.32,NO INFO,,NO,
LTAW432,TREE,TREE,401616.44N,0362230.21E,3320.17,25.33,NO INFO,,NO,
LTAW433,TREE,TREE,401616.29N,0362229.67E,3313.61,25.89,NO INFO,,NO,
LTAW434,TREE,TREE,401616.73N,0362229.27E,3303.77,23.73,NO INFO,,NO,
LTAW435,TREE,TREE,401616.97N,0362229.22E,3297.20,18.18,NO INFO,,NO,
LTAW436,TREE,TREE,401619.06N,0362232.63E,3359.54,25.48,NO INFO,,NO,
LTAW437,TREE,TREE,401621.46N,0362231.85E,3349.70,22.56,NO INFO,,NO,
LTAW438,TREE,TREE,401621.86N,0362231.19E,3343.14,24.33,NO INFO,,NO,
LTAW439,TREE,TREE,401623.83N,0362232.15E,3349.70,24.86,NO INFO,,NO,
LTAW440,TREE,TREE,401623.84N,0362232.43E,3356.26,31.57,NO INFO,,NO,
LTAW441,TREE,TREE,401623.71N,0362229.69E,3323.45,18.59,NO INFO,,NO,
LTAW442,TREE,TREE,401625.63N,0362232.32E,3333.29,30.42,NO INFO,,NO,
LTAW443,TREE,TREE,401625.56N,0362232.06E,3336.57,32.49,NO INFO,,NO,
LTAW444,TREE,TREE,401625.42N,0362231.54E,3339.85,27.97,NO INFO,,NO,
LTAW445,TREE,TREE,401625.25N,0362231.40E,3339.85,26.45,NO INFO,,NO,
LTAW446,TREE,TREE,401626.82N,0362232.48E,3323.45,40.28,NO INFO,,NO,
LTAW447,TREE,TREE,401627.06N,0362232.71E,3310.33,31.97,NO INFO,,NO,
LTAW448,TREE,TREE,401627.24N,0362232.49E,3310.33,34.61,NO INFO,,NO,
LTAW449,TREE,TREE,401627.47N,0362232.50E,3303.77,31.85,NO INFO,,NO,
LTAW450,TREE,TREE,401627.72N,0362232.44E,3297.20,29.16,NO INFO,,NO,
LTAW451,TREE,TREE,401627.92N,0362232.14E,3290.64,25.71,NO INFO,,NO,
LTAW452,TREE,TREE,401627.56N,0362232.27E,3303.77,32.68,NO INFO,,NO,
LTAW453,TREE,TREE,401627.66N,0362231.79E,3300.48,29.98,NO INFO,,NO,
LTAW454,TREE,TREE,401627.87N,0362231.20E,3293.92,32.81,NO INFO,,NO,
LTAW455,TREE,TREE,401627.85N,0362230.99E,3297.20,35.05,NO INFO,,NO,
LTAW456,TREE,TREE,401628.31N,0362230.36E,3277.52,29.32,NO INFO,,NO,
LTAW457,TREE,TREE,401628.58N,0362230.10E,3270.96,32.30,NO INFO,,NO,
LTAW458,TREE,TREE,401629.17N,0362229.94E,3247.99,31.13,NO INFO,,NO,
LTAW459,TREE,TREE,401629.61N,0362229.86E,3225.03,23.13,NO INFO,,NO,
LTAW460,TREE,TREE,401629.74N,0362229.56E,3228.31,31.42,NO INFO,,NO,
LTAW461,TREE,TREE,401629.81N,0362229.15E,3221.75,28.57,NO INFO,,NO,
LTAW462,TREE,TREE,401629.07N,0362226.51E,3211.90,23.36,NO INFO,,NO,
LTAW463,TREE,TREE,401628.52N,0362223.40E,3195.50,24.03,NO INFO,,NO,
LTAW464,TREE,TREE,401629.04N,0362220.15E,3162.69,26.25,NO INFO,,NO,
LTAW465,TREE,TREE,401627.29N,0362220.79E,3179.10,22.74,NO INFO,,NO,
LTAW466,TREE,TREE,401628.11N,0362220.41E,3162.69,14.77,NO INFO,,NO,
LTAW467,TREE,TREE,401625.50N,0362218.84E,3156.13,26.98,NO INFO,,NO,
LTAW468,TREE,TREE,401623.77N,0362219.88E,3159.41,20.30,NO INFO,,NO,
LTAW469,TREE,TREE,401623.58N,0362219.69E,3162.69,30.69,NO INFO,,NO,
LTAW470,TREE,TREE,401623.44N,0362219.13E,3149.57,27.81,NO INFO,,NO,
LTAW471,TREE,TREE,401623.30N,0362218.87E,3143.01,26.68,NO INFO,,NO,
LTAW472,TREE,TREE,401628.34N,0362245.70E,3454.68,24.53,NO INFO,,NO,
LTAW473,TREE,TREE,401627.60N,0362246.10E,3454.68,10.33,NO INFO,,NO,
LTAW474,TREE,TREE,401627.62N,0362245.08E,3431.72,20.44,NO INFO,,NO,
LTAW475,TREE,TREE,401626.43N,0362237.98E,3277.52,24.50,NO INFO,,NO,
LTAW476,TREE,TREE,401627.59N,0362238.42E,3284.08,28.73,NO INFO,,NO,
LTAW477,TREE,TREE,401628.12N,0362238.31E,3280.80,32.27,NO INFO,,NO,
LTAW478,TREE,TREE,401628.47N,0362237.86E,3257.83,20.49,NO INFO,,NO,
LTAW479,TREE,TREE,401629.24N,0362238.26E,3261.12,23.98,NO INFO,,NO,
LTAW480,TREE,TREE,401615.30N,0362235.33E,3382.50,21.05,NO INFO,,NO,
LTAW481,TREE,TREE,401616.36N,0362234.77E,3382.50,27.47,NO INFO,,NO,
LTAW482,TREE,TREE,401617.67N,0362233.06E,3362.82,22.46,NO INFO,,NO,
LTAW483,TREE,TREE,401617.55N,0362232.77E,3366.10,28.57,NO INFO,,NO,
LTAW484,TREE,TREE,401618.98N,0362233.55E,3366.10,23.80,NO INFO,,NO,
LTAW485,TREE,TREE,401618.86N,0362234.19E,3366.10,18.98,NO INFO,,NO,
LTAW486,TREE,TREE,401619.69N,0362236.85E,3369.38,18.84,NO INFO,,NO,
LTAW487,TREE,TREE,401618.00N,0362239.12E,3382.50,24.90,NO INFO,,NO,
LTAW488,TREE,TREE,401621.05N,0362234.90E,3369.38,23.97,NO INFO,,NO,
LTAW489,TREE,TREE,401621.40N,0362234.82E,3369.38,25.85,NO INFO,,NO,
LTAW490,TREE,TREE,401621.64N,0362234.86E,3369.38,27.04,NO INFO,,NO,
LTAW491,TREE,TREE,401621.99N,0362235.04E,3366.10,25.78,NO INFO,,NO,
LTAW492,TREE,TREE,401622.38N,0362235.10E,3362.82,25.73,NO INFO,,NO,
LTAW493,TREE,TREE,401622.65N,0362234.86E,3362.82,26.99,NO INFO,,NO,
LTAW494,TREE,TREE,401622.87N,0362234.86E,3359.54,24.86,NO INFO,,NO,
LTAW495,TREE,TREE,401623.04N,0362234.91E,3356.26,22.46,NO INFO,,NO,
LTAW496,TREE,TREE,401622.88N,0362234.47E,3369.38,34.28,NO INFO,,NO,
LTAW497,TREE,TREE,401623.18N,0362234.45E,3362.82,29.36,NO INFO,,NO,
LTAW498,TREE,TREE,401622.11N,0362233.82E,3372.66,32.97,NO INFO,,NO,
LTAW499,TREE,TREE,401621.99N,0362233.13E,3362.82,22.65,NO INFO,,NO,
LTAW500,TREE,TREE,401621.90N,0362232.87E,3362.82,22.84,NO INFO,,NO,
LTAW501,TREE,TREE,401623.28N,0362232.79E,3359.54,23.90,NO INFO,,NO,
LTAW502,TREE,TREE,401623.43N,0362232.97E,3362.82,28.15,NO INFO,,NO,
LTAW503,TREE,TREE,401623.89N,0362232.77E,3352.98,29.04,NO INFO,,NO,
LTAW504,TREE,TREE,401624.01N,0362232.95E,3356.26,33.93,NO INFO,,NO,
LTAW505,TREE,TREE,401624.22N,0362233.28E,3352.98,33.66,NO INFO,,NO,
LTAW506,TREE,TREE,401623.99N,0362233.49E,3356.26,33.73,NO INFO,,NO,
LTAW507,TREE,TREE,401624.21N,0362233.59E,3349.70,30.42,NO INFO,,NO,
LTAW508,TREE,TREE,401624.72N,0362233.23E,3346.42,33.67,NO INFO,,NO,
LTAW509,TREE,TREE,401624.98N,0362233.15E,3346.42,36.32,NO INFO,,NO,
LTAW510,TREE,TREE,401625.15N,0362232.97E,3343.14,34.75,NO INFO,,NO,
LTAW511,TREE,TREE,401625.46N,0362232.86E,3339.85,35.20,NO INFO,,NO,
LTAW512,TREE,TREE,401626.36N,0362232.99E,3316.89,27.71,NO INFO,,NO,
LTAW513,TREE,TREE,401616.08N,0362310.64E,3467.81,57.44,NO INFO,,NO,
LTAW514,TREE,TREE,401615.88N,0362310.28E,3474.37,58.88,NO INFO,,NO,
LTAW515,TREE,TREE,401616.17N,0362310.09E,3467.81,54.67,NO INFO,,NO,
LTAW516,TREE,TREE,401616.74N,0362310.19E,3454.68,50.33,NO INFO,,NO,
LTAW517,TREE,TREE,401615.91N,0362310.05E,3471.09,54.22,NO INFO,,NO,
LTAW518,TREE,TREE,401615.70N,0362310.30E,3474.37,56.87,NO INFO,,NO,
LTAW519,TREE,TREE,401616.01N,0362310.43E,3467.81,55.09,NO INFO,,NO,
LTAW520,TREE,TREE,401618.16N,0362309.43E,3431.72,29.33,NO INFO,,NO,
LTAW521,TREE,TREE,401619.74N,0362309.80E,3421.87,27.93,NO INFO,,NO,
LTAW522,TREE,TREE,401620.49N,0362309.89E,3418.59,28.66,NO INFO,,NO,
LTAW523,TREE,TREE,401620.99N,0362309.96E,3408.75,22.18,NO INFO,,NO,
LTAW524,TREE,TREE,401621.89N,0362309.73E,3418.59,28.61,NO INFO,,NO,
LTAW525,TREE,TREE,401621.78N,0362309.07E,3425.16,21.28,NO INFO,,NO,
LTAW526,TREE,TREE,401621.85N,0362308.27E,3448.12,28.47,NO INFO,,NO,
LTAW527,TREE,TREE,401621.89N,0362310.02E,3405.47,22.64,NO INFO,,NO,
LTAW528,TREE,TREE,401621.97N,0362310.81E,3395.63,28.79,NO INFO,,NO,
LTAW529,TREE,TREE,401625.80N,0362307.26E,3503.89,26.16,NO INFO,,NO,
LTAW530,TREE,TREE,401625.77N,0362306.85E,3510.46,26.29,NO INFO,,NO,
LTAW531,TREE,TREE,401625.69N,0362306.30E,3523.58,29.60,NO INFO,,NO,
LTAW532,TREE,TREE,401625.47N,0362305.85E,3530.14,27.79,NO INFO,,NO,
LTAW533,TREE,TREE,401625.11N,0362303.21E,3576.07,27.02,NO INFO,,NO,
LTAW534,TREE,TREE,401626.36N,0362256.21E,3635.13,28.50,NO INFO,,NO,
LTAW535,TREE,TREE,401626.46N,0362256.80E,3635.13,28.98,NO INFO,,NO,
LTAW536,TREE,TREE,401626.88N,0362257.24E,3631.85,27.26,NO INFO,,NO,
LTAW537,TREE,TREE,401626.57N,0362257.53E,3635.13,29.72,NO INFO,,NO,
LTAW538,TREE,TREE,401626.77N,0362258.27E,3631.85,27.89,NO INFO,,NO,
LTAW539,TREE,TREE,401627.42N,0362307.75E,3471.09,22.96,NO INFO,,NO,
LTAW540,TREE,TREE,401627.60N,0362307.90E,3474.37,26.34,NO INFO,,NO,
LTAW541,TREE,TREE,401627.78N,0362308.23E,3474.37,25.82,NO INFO,,NO,
LTAW542,TREE,TREE,401626.95N,0362308.96E,3454.68,23.69,NO INFO,,NO,
LTAW543,TREE,TREE,401615.39N,0362327.59E,3326.73,73.34,NO INFO,,NO,
LTAW544,TREE,TREE,401615.47N,0362327.15E,3313.61,57.60,NO INFO,,NO,
LTAW545,TREE,TREE,401615.72N,0362327.25E,3316.89,62.39,NO INFO,,NO,
LTAW546,TREE,TREE,401615.89N,0362327.56E,3310.33,56.11,NO INFO,,NO,
LTAW547,TREE,TREE,401616.10N,0362327.50E,3303.77,52.28,NO INFO,,NO,
LTAW548,TREE,TREE,401616.39N,0362327.62E,3303.77,57.65,NO INFO,,NO,
LTAW549,TREE,TREE,401616.37N,0362327.32E,3293.92,50.05,NO INFO,,NO,
LTAW550,TREE,TREE,401616.59N,0362327.23E,3290.64,51.57,NO INFO,,NO,
LTAW551,TREE,TREE,401616.63N,0362327.49E,3300.48,60.54,NO INFO,,NO,
LTAW552,TREE,TREE,401616.74N,0362327.33E,3287.36,50.31,NO INFO,,NO,
LTAW553,TREE,TREE,401616.82N,0362327.49E,3287.36,51.75,NO INFO,,NO,
LTAW554,TREE,TREE,401617.04N,0362327.57E,3270.96,44.01,NO INFO,,NO,
LTAW555,TREE,TREE,401615.77N,0362329.91E,3343.14,25.54,NO INFO,,NO,
LTAW556,TREE,TREE,401615.47N,0362329.65E,3346.42,29.80,NO INFO,,NO,
LTAW557,TREE,TREE,401615.22N,0362329.47E,3346.42,30.73,NO INFO,,NO,
LTAW558,TREE,TREE,401621.74N,0362328.84E,3238.15,38.54,NO INFO,,NO,
LTAW559,TREE,TREE,401622.44N,0362328.96E,3238.15,45.61,NO INFO,,NO,
LTAW560,TREE,TREE,401622.08N,0362328.40E,3238.15,32.58,NO INFO,,NO,
LTAW561,TREE,TREE,401620.55N,0362329.26E,3238.15,23.37,NO INFO,,NO,
LTAW562,TREE,TREE,401623.16N,0362328.90E,3231.59,39.50,NO INFO,,NO,
LTAW563,TREE,TREE,401618.25N,0362325.33E,3280.80,27.68,NO INFO,,NO,
LTAW564,TREE,TREE,401618.40N,0362324.93E,3284.08,24.88,NO INFO,,NO,
LTAW565,TREE,TREE,401618.82N,0362324.44E,3290.64,21.36,NO INFO,,NO,
LTAW566,TREE,TREE,401619.21N,0362324.78E,3290.64,25.30,NO INFO,,NO,
LTAW567,TREE,TREE,401621.02N,0362323.11E,3352.98,59.52,NO INFO,,NO,
LTAW568,TREE,TREE,401620.85N,0362322.69E,3356.26,57.60,NO INFO,,NO,
LTAW569,TREE,TREE,401620.76N,0362322.30E,3356.26,53.47,NO INFO,,NO,
LTAW570,TREE,TREE,401620.58N,0362321.92E,3359.54,51.97,NO INFO,,NO,
LTAW571,TREE,TREE,401620.49N,0362321.55E,3336.57,24.97,NO INFO,,NO,
LTAW572,TREE,TREE,401620.36N,0362321.18E,3369.38,53.57,NO INFO,,NO,
LTAW573,TREE,TREE,401620.25N,0362320.86E,3366.10,46.32,NO INFO,,NO,
LTAW574,TREE,TREE,401620.27N,0362320.65E,3372.66,50.87,NO INFO,,NO,
LTAW575,TREE,TREE,401619.97N,0362319.70E,3392.35,58.77,NO INFO,,NO,
LTAW576,TREE,TREE,401619.70N,0362319.22E,3375.94,33.91,NO INFO,,NO,
LTAW577,TREE,TREE,401619.57N,0362318.70E,3408.75,58.98,NO INFO,,NO,
LTAW578,TREE,TREE,401618.25N,0362318.81E,3389.07,23.87,NO INFO,,NO,
LTAW579,TREE,TREE,401619.12N,0362318.01E,3392.35,29.39,NO INFO,,NO,
LTAW580,TREE,TREE,401619.87N,0362316.49E,3392.35,25.59,NO INFO,,NO,
LTAW581,TREE,TREE,401619.83N,0362316.25E,3395.63,27.20,NO INFO,,NO,
LTAW582,TREE,TREE,401619.25N,0362315.43E,3398.91,23.96,NO INFO,,NO,
LTAW583,TREE,TREE,401618.88N,0362315.19E,3408.75,30.20,NO INFO,,NO,
