Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),ElevationAtTop(FT),Height(FT),Lighting,ColorOfLighting,Group,,,,,,,,
LTBO1526,BUILDING,BUILDING,383936.81N,0292527.92E,3087,25,NO INFO,,NO,,,,,,,,
LTBO1527,BUILDING,BUILDING,383936.93N,0292527.24E,3095,34,NO INFO,,NO,,,,,,,,
LTBO1528,BUILDING,BUILDING,383936.74N,0292528.52E,3099,34,NO INFO,,NO,,,,,,,,
LTBO1529,BUILDING,BUILDING,383937.54N,0292528.15E,3086,25,NO INFO,,NO,,,,,,,,
LTBO1530,BUILDING,BUILDING,383937.41N,0292528.71E,3088,25,NO INFO,,NO,,,,,,,,
LTBO1531,BUILDING,BUILDING,383938.05N,0292528.24E,3086,25,NO INFO,,NO,,,,,,,,
LTBO1532,BUILDING,BUILDING,383938.97N,0292528.08E,3093,34,NO INFO,,NO,,,,,,,,
LTBO1533,BUILDING,BUILDING,383939.07N,0292527.63E,3082,25,NO INFO,,NO,,,,,,,,
LTBO1534,BUILDING,BUILDING,383939.21N,0292526.84E,3089,34,NO INFO,,NO,,,,,,,,
LTBO1535,BUILDING,BUILDING,383939.16N,0292526.41E,3088,34,NO INFO,,NO,,,,,,,,
LTBO1536,BUILDING,BUILDING,383939.25N,0292526.02E,3087,34,NO INFO,,NO,,,,,,,,
LTBO1537,BUILDING,BUILDING,383938.31N,0292526.20E,3090,34,NO INFO,,NO,,,,,,,,
LTBO1538,BUILDING,BUILDING,383938.27N,0292526.73E,3101,44,NO INFO,,NO,,,,,,,,
LTBO1539,BUILDING,BUILDING,383937.82N,0292526.58E,3082,25,NO INFO,,NO,,,,,,,,
LTBO1540,BUILDING,BUILDING,383937.87N,0292525.76E,3090,34,NO INFO,,NO,,,,,,,,
LTBO1541,BUILDING,BUILDING,383937.96N,0292525.34E,3079,25,NO INFO,,NO,,,,,,,,
LTBO1542,BUILDING,BUILDING,383938.44N,0292525.39E,3088,34,NO INFO,,NO,,,,,,,,
LTBO1543,BUILDING,BUILDING,383938.01N,0292524.93E,3078,25,NO INFO,,NO,,,,,,,,
LTBO1544,BUILDING,BUILDING,383938.16N,0292524.33E,3076,25,NO INFO,,NO,,,,,,,,
LTBO1545,BUILDING,BUILDING,383938.59N,0292524.46E,3085,34,NO INFO,,NO,,,,,,,,
LTBO1546,BUILDING,BUILDING,383939.12N,0292524.51E,3084,34,NO INFO,,NO,,,,,,,,
LTBO1547,BUILDING,BUILDING,383939.56N,0292524.55E,3083,34,NO INFO,,NO,,,,,,,,
LTBO1548,BUILDING,BUILDING,383939.34N,0292525.23E,3075,25,NO INFO,,NO,,,,,,,,
LTBO1549,BUILDING,BUILDING,383939.19N,0292523.58E,3072,25,NO INFO,,NO,,,,,,,,
LTBO1550,BUILDING,BUILDING,383939.56N,0292523.66E,3071,25,NO INFO,,NO,,,,,,,,
LTBO1551,BUILDING,BUILDING,383939.61N,0292522.94E,3079,34,NO INFO,,NO,,,,,,,,
LTBO1552,BUILDING,BUILDING,383940.18N,0292523.38E,3069,25,NO INFO,,NO,,,,,,,,
LTBO1553,BUILDING,BUILDING,383938.67N,0292523.09E,3092,44,NO INFO,,NO,,,,,,,,
LTBO1554,BUILDING,BUILDING,383937.90N,0292523.27E,3084,34,NO INFO,,NO,,,,,,,,
LTBO1555,BUILDING,BUILDING,383937.97N,0292522.18E,3072,25,NO INFO,,NO,,,,,,,,
LTBO1556,BUILDING,BUILDING,383938.04N,0292521.81E,3071,25,NO INFO,,NO,,,,,,,,
LTBO1557,BUILDING,BUILDING,383938.19N,0292521.27E,3080,34,NO INFO,,NO,,,,,,,,
LTBO1558,BUILDING,BUILDING,383937.18N,0292520.87E,3080,34,NO INFO,,NO,,,,,,,,
LTBO1559,BUILDING,BUILDING,383936.90N,0292522.83E,3114,64,NO INFO,,NO,,,,,,,,
LTBO1560,BUILDING,BUILDING,383936.99N,0292524.09E,3088,34,NO INFO,,NO,,,,,,,,
LTBO1561,BUILDING,BUILDING,383937.45N,0292524.18E,3087,34,NO INFO,,NO,,,,,,,,
LTBO1562,BUILDING,BUILDING,383937.29N,0292524.84E,3079,25,NO INFO,,NO,,,,,,,,
LTBO1563,BUILDING,BUILDING,383937.20N,0292525.69E,3091,34,NO INFO,,NO,,,,,,,,
LTBO1564,BUILDING,BUILDING,383937.03N,0292526.18E,3083,25,NO INFO,,NO,,,,,,,,
LTBO1565,BUILDING,BUILDING,383936.50N,0292525.44E,3091,34,NO INFO,,NO,,,,,,,,
LTBO1566,BUILDING,BUILDING,383939.94N,0292525.14E,3083,34,NO INFO,,NO,,,,,,,,
LTBO1567,BUILDING,BUILDING,383939.88N,0292525.63E,3075,25,NO INFO,,NO,,,,,,,,
LTBO1568,BUILDING,BUILDING,383940.36N,0292526.79E,3087,34,NO INFO,,NO,,,,,,,,
LTBO1569,BUILDING,BUILDING,383940.91N,0292526.88E,3076,25,NO INFO,,NO,,,,,,,,
LTBO1570,BUILDING,BUILDING,383941.02N,0292525.91E,3083,34,NO INFO,,NO,,,,,,,,
LTBO1571,BUILDING,BUILDING,383941.77N,0292526.12E,3082,34,NO INFO,,NO,,,,,,,,
LTBO1572,BUILDING,BUILDING,383941.60N,0292526.62E,3093,44,NO INFO,,NO,,,,,,,,
LTBO1573,BUILDING,BUILDING,383941.61N,0292527.15E,3085,34,NO INFO,,NO,,,,,,,,
LTBO1574,BUILDING,BUILDING,383942.17N,0292527.04E,3083,34,NO INFO,,NO,,,,,,,,
LTBO1575,BUILDING,BUILDING,383942.36N,0292526.48E,3081,34,NO INFO,,NO,,,,,,,,
LTBO1576,BUILDING,BUILDING,383942.68N,0292525.82E,3078,34,NO INFO,,NO,,,,,,,,
LTBO1577,BUILDING,BUILDING,383942.32N,0292524.85E,3068,25,NO INFO,,NO,,,,,,,,
LTBO1578,BUILDING,BUILDING,383942.69N,0292524.95E,3076,34,NO INFO,,NO,,,,,,,,
LTBO1579,BUILDING,BUILDING,383942.82N,0292524.04E,3084,44,NO INFO,,NO,,,,,,,,
LTBO1580,BUILDING,BUILDING,383943.34N,0292524.85E,3064,25,NO INFO,,NO,,,,,,,,
LTBO1581,BUILDING,BUILDING,383943.98N,0292524.80E,3063,25,NO INFO,,NO,,,,,,,,
LTBO1582,BUILDING,BUILDING,383943.89N,0292525.23E,3064,25,NO INFO,,NO,,,,,,,,
LTBO1583,BUILDING,BUILDING,383943.82N,0292525.93E,3056,15,NO INFO,,NO,,,,,,,,
LTBO1584,BUILDING,BUILDING,383943.33N,0292525.80E,3067,25,NO INFO,,NO,,,,,,,,
LTBO1585,BUILDING,BUILDING,383943.23N,0292526.32E,3079,34,NO INFO,,NO,,,,,,,,
LTBO1586,BUILDING,BUILDING,383943.15N,0292526.77E,3070,25,NO INFO,,NO,,,,,,,,
LTBO1587,BUILDING,BUILDING,383942.99N,0292527.54E,3081,34,NO INFO,,NO,,,,,,,,
LTBO1588,BUILDING,BUILDING,383941.27N,0292523.84E,3086,44,NO INFO,,NO,,,,,,,,
LTBO1589,BUILDING,BUILDING,383941.23N,0292524.48E,3089,44,NO INFO,,NO,,,,,,,,
LTBO1590,BUILDING,BUILDING,383940.62N,0292524.27E,3069,25,NO INFO,,NO,,,,,,,,
LTBO1591,BUILDING,BUILDING,383940.56N,0292524.68E,3081,34,NO INFO,,NO,,,,,,,,
LTBO1592,BUILDING,BUILDING,383940.58N,0292525.20E,3072,25,NO INFO,,NO,,,,,,,,
LTBO1593,BUILDING,BUILDING,383940.62N,0292523.82E,3069,25,NO INFO,,NO,,,,,,,,
LTBO1594,BUILDING,BUILDING,383940.71N,0292523.07E,3067,25,NO INFO,,NO,,,,,,,,
LTBO1595,BUILDING,BUILDING,383940.60N,0292523.51E,3058,15,NO INFO,,NO,,,,,,,,
LTBO1596,BUILDING,BUILDING,383941.21N,0292523.03E,3075,34,NO INFO,,NO,,,,,,,,
LTBO1597,BUILDING,BUILDING,383941.48N,0292523.00E,3074,34,NO INFO,,NO,,,,,,,,
LTBO1598,BUILDING,BUILDING,383940.76N,0292522.29E,3075,34,NO INFO,,NO,,,,,,,,
LTBO1599,BUILDING,BUILDING,383940.84N,0292521.73E,3063,25,NO INFO,,NO,,,,,,,,
LTBO1600,BUILDING,BUILDING,383940.46N,0292521.66E,3064,25,NO INFO,,NO,,,,,,,,
LTBO1601,BUILDING,BUILDING,383940.83N,0292521.15E,3062,25,NO INFO,,NO,,,,,,,,
LTBO1602,BUILDING,BUILDING,383940.56N,0292521.10E,3053,15,NO INFO,,NO,,,,,,,,
LTBO1603,BUILDING,BUILDING,383939.86N,0292520.58E,3054,15,NO INFO,,NO,,,,,,,,
LTBO1604,BUILDING,BUILDING,383939.93N,0292520.17E,3053,15,NO INFO,,NO,,,,,,,,
LTBO1605,BUILDING,BUILDING,383940.01N,0292519.71E,3053,15,NO INFO,,NO,,,,,,,,
LTBO1606,BUILDING,BUILDING,383939.94N,0292519.24E,3052,15,NO INFO,,NO,,,,,,,,
LTBO1607,BUILDING,BUILDING,383940.62N,0292518.95E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1608,BUILDING,BUILDING,383940.05N,0292518.62E,3052,15,NO INFO,,NO,,,,,,,,
LTBO1609,BUILDING,BUILDING,383939.53N,0292518.36E,3082,44,NO INFO,,NO,,,,,,,,
LTBO1610,BUILDING,BUILDING,383939.50N,0292518.80E,3063,25,NO INFO,,NO,,,,,,,,
LTBO1611,BUILDING,BUILDING,383939.44N,0292519.29E,3064,25,NO INFO,,NO,,,,,,,,
LTBO1612,BUILDING,BUILDING,383939.23N,0292520.24E,3065,25,NO INFO,,NO,,,,,,,,
LTBO1613,BUILDING,BUILDING,383939.25N,0292520.70E,3066,25,NO INFO,,NO,,,,,,,,
LTBO1614,BUILDING,BUILDING,383939.22N,0292521.09E,3067,25,NO INFO,,NO,,,,,,,,
LTBO1615,BUILDING,BUILDING,383939.14N,0292521.57E,3068,25,NO INFO,,NO,,,,,,,,
LTBO1616,BUILDING,BUILDING,383938.30N,0292520.57E,3059,15,NO INFO,,NO,,,,,,,,
LTBO1617,BUILDING,BUILDING,383938.45N,0292520.13E,3057,15,NO INFO,,NO,,,,,,,,
LTBO1618,BUILDING,BUILDING,383938.53N,0292519.66E,3076,34,NO INFO,,NO,,,,,,,,
LTBO1619,BUILDING,BUILDING,383938.59N,0292519.33E,3055,15,NO INFO,,NO,,,,,,,,
LTBO1620,BUILDING,BUILDING,383938.62N,0292518.96E,3074,34,NO INFO,,NO,,,,,,,,
LTBO1621,BUILDING,BUILDING,383938.73N,0292518.57E,3063,25,NO INFO,,NO,,,,,,,,
LTBO1622,BUILDING,BUILDING,383938.83N,0292518.11E,3062,25,NO INFO,,NO,,,,,,,,
LTBO1623,BUILDING,BUILDING,383940.62N,0292520.03E,3052,15,NO INFO,,NO,,,,,,,,
LTBO1624,BUILDING,BUILDING,383941.12N,0292520.08E,3060,25,NO INFO,,NO,,,,,,,,
LTBO1625,BUILDING,BUILDING,383941.72N,0292520.25E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1626,BUILDING,BUILDING,383941.57N,0292519.75E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1627,BUILDING,BUILDING,383941.73N,0292519.05E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1628,BUILDING,BUILDING,383942.13N,0292519.26E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1629,BUILDING,BUILDING,383942.46N,0292519.44E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1630,BUILDING,BUILDING,383943.27N,0292519.80E,3068,34,NO INFO,,NO,,,,,,,,
LTBO1631,BUILDING,BUILDING,383943.34N,0292519.35E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1632,BUILDING,BUILDING,383943.29N,0292520.51E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1633,BUILDING,BUILDING,383942.94N,0292520.50E,3068,34,NO INFO,,NO,,,,,,,,
LTBO1634,BUILDING,BUILDING,383942.32N,0292520.46E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1635,BUILDING,BUILDING,383942.21N,0292521.31E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1636,BUILDING,BUILDING,383942.64N,0292521.37E,3068,34,NO INFO,,NO,,,,,,,,
LTBO1637,BUILDING,BUILDING,383943.05N,0292521.46E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1638,BUILDING,BUILDING,383942.95N,0292522.04E,3048,15,NO INFO,,NO,,,,,,,,
LTBO1639,BUILDING,BUILDING,383942.60N,0292521.95E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1640,BUILDING,BUILDING,383942.25N,0292521.90E,3060,25,NO INFO,,NO,,,,,,,,
LTBO1641,BUILDING,BUILDING,383941.41N,0292521.81E,3052,15,NO INFO,,NO,,,,,,,,
LTBO1642,BUILDING,BUILDING,383941.79N,0292521.41E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1643,BUILDING,BUILDING,383941.51N,0292521.03E,3060,25,NO INFO,,NO,,,,,,,,
LTBO1644,BUILDING,BUILDING,383942.48N,0292522.88E,3071,34,NO INFO,,NO,,,,,,,,
LTBO1645,BUILDING,BUILDING,383942.92N,0292522.93E,3051,15,NO INFO,,NO,,,,,,,,
LTBO1646,BUILDING,BUILDING,383942.89N,0292523.36E,3052,15,NO INFO,,NO,,,,,,,,
LTBO1647,BUILDING,BUILDING,383943.52N,0292523.92E,3061,25,NO INFO,,NO,,,,,,,,
LTBO1648,BUILDING,BUILDING,383943.65N,0292523.45E,3060,25,NO INFO,,NO,,,,,,,,
LTBO1649,BUILDING,BUILDING,383944.03N,0292524.07E,3060,25,NO INFO,,NO,,,,,,,,
LTBO1650,BUILDING,BUILDING,383944.43N,0292524.26E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1651,BUILDING,BUILDING,383945.08N,0292524.33E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1652,BUILDING,BUILDING,383945.29N,0292523.36E,3055,25,NO INFO,,NO,,,,,,,,
LTBO1653,BUILDING,BUILDING,383945.41N,0292522.64E,3062,34,NO INFO,,NO,,,,,,,,
LTBO1654,BUILDING,BUILDING,383945.53N,0292522.12E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1655,BUILDING,BUILDING,383945.57N,0292521.67E,3070,44,NO INFO,,NO,,,,,,,,
LTBO1656,BUILDING,BUILDING,383945.81N,0292520.45E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1657,BUILDING,BUILDING,383945.03N,0292519.84E,3060,34,NO INFO,,NO,,,,,,,,
LTBO1658,BUILDING,BUILDING,383945.03N,0292520.38E,3069,44,NO INFO,,NO,,,,,,,,
LTBO1659,BUILDING,BUILDING,383944.99N,0292520.71E,3060,34,NO INFO,,NO,,,,,,,,
LTBO1660,BUILDING,BUILDING,383944.93N,0292521.14E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1661,BUILDING,BUILDING,383944.90N,0292521.60E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1662,BUILDING,BUILDING,383944.80N,0292522.07E,3063,34,NO INFO,,NO,,,,,,,,
LTBO1663,BUILDING,BUILDING,383944.68N,0292522.71E,3055,25,NO INFO,,NO,,,,,,,,
LTBO1664,BUILDING,BUILDING,383944.53N,0292523.21E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1665,BUILDING,BUILDING,383944.50N,0292523.62E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1666,BUILDING,BUILDING,383944.17N,0292523.37E,3049,15,NO INFO,,NO,,,,,,,,
LTBO1667,BUILDING,BUILDING,383943.92N,0292522.58E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1668,BUILDING,BUILDING,383944.00N,0292522.25E,3046,15,NO INFO,,NO,,,,,,,,
LTBO1669,BUILDING,BUILDING,383943.78N,0292521.67E,3045,15,NO INFO,,NO,,,,,,,,
LTBO1670,BUILDING,BUILDING,383944.00N,0292520.56E,3063,34,NO INFO,,NO,,,,,,,,
LTBO1671,BUILDING,BUILDING,383944.49N,0292520.70E,3051,25,NO INFO,,NO,,,,,,,,
LTBO1672,BUILDING,BUILDING,383944.51N,0292519.57E,3062,34,NO INFO,,NO,,,,,,,,
LTBO1673,BUILDING,BUILDING,383943.89N,0292519.42E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1674,BUILDING,BUILDING,383938.93N,0292517.46E,3070,34,NO INFO,,NO,,,,,,,,
LTBO1675,BUILDING,BUILDING,383939.12N,0292516.98E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1676,BUILDING,BUILDING,383939.30N,0292516.11E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1677,BUILDING,BUILDING,383939.48N,0292515.39E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1678,BUILDING,BUILDING,383939.55N,0292515.06E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1679,BUILDING,BUILDING,383939.74N,0292514.66E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1680,BUILDING,BUILDING,383939.79N,0292514.25E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1681,BUILDING,BUILDING,383940.08N,0292513.22E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1682,BUILDING,BUILDING,383940.29N,0292512.62E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1683,BUILDING,BUILDING,383940.43N,0292512.06E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1684,BUILDING,BUILDING,383941.41N,0292512.45E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1685,BUILDING,BUILDING,383941.33N,0292511.33E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1686,BUILDING,BUILDING,383941.73N,0292511.45E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1687,BUILDING,BUILDING,383942.22N,0292511.69E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1688,BUILDING,BUILDING,383940.77N,0292511.18E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1689,BUILDING,BUILDING,383941.81N,0292513.04E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1690,BUILDING,BUILDING,383941.90N,0292512.54E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1691,BUILDING,BUILDING,383941.49N,0292514.11E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1692,BUILDING,BUILDING,383941.01N,0292513.73E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1693,BUILDING,BUILDING,383940.82N,0292514.46E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1694,BUILDING,BUILDING,383941.38N,0292514.52E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1695,BUILDING,BUILDING,383941.18N,0292514.95E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1696,BUILDING,BUILDING,383941.12N,0292515.42E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1697,BUILDING,BUILDING,383940.22N,0292515.76E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1698,BUILDING,BUILDING,383939.93N,0292517.07E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1699,BUILDING,BUILDING,383940.70N,0292517.07E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1700,BUILDING,BUILDING,383940.83N,0292516.31E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1701,BUILDING,BUILDING,383940.62N,0292517.86E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1702,BUILDING,BUILDING,383940.19N,0292517.75E,3060,25,NO INFO,,NO,,,,,,,,
LTBO1703,BUILDING,BUILDING,383939.61N,0292517.62E,3070,34,NO INFO,,NO,,,,,,,,
LTBO1704,BUILDING,BUILDING,383941.31N,0292518.00E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1705,BUILDING,BUILDING,383941.27N,0292518.33E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1706,BUILDING,BUILDING,383941.28N,0292517.57E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1707,BUILDING,BUILDING,383941.85N,0292517.53E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1708,BUILDING,BUILDING,383941.37N,0292517.06E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1709,BUILDING,BUILDING,383941.51N,0292516.57E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1710,BUILDING,BUILDING,383941.97N,0292516.34E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1711,BUILDING,BUILDING,383941.57N,0292516.16E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1712,BUILDING,BUILDING,383942.10N,0292515.89E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1713,BUILDING,BUILDING,383941.75N,0292515.48E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1714,BUILDING,BUILDING,383941.98N,0292514.63E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1715,BUILDING,BUILDING,383942.39N,0292514.67E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1716,BUILDING,BUILDING,383942.24N,0292513.85E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1717,BUILDING,BUILDING,383942.63N,0292513.95E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1718,BUILDING,BUILDING,383942.78N,0292513.54E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1719,BUILDING,BUILDING,383942.36N,0292513.26E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1720,BUILDING,BUILDING,383942.43N,0292512.74E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1721,BUILDING,BUILDING,383942.94N,0292512.59E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1722,BUILDING,BUILDING,383942.70N,0292512.03E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1723,BUILDING,BUILDING,383943.12N,0292512.03E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1724,BUILDING,BUILDING,383943.55N,0292512.38E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1725,BUILDING,BUILDING,383944.03N,0292512.71E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1726,BUILDING,BUILDING,383944.36N,0292512.84E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1727,BUILDING,BUILDING,383944.35N,0292513.62E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1728,BUILDING,BUILDING,383944.27N,0292514.33E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1729,BUILDING,BUILDING,383943.98N,0292514.14E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1730,BUILDING,BUILDING,383943.68N,0292514.01E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1731,BUILDING,BUILDING,383943.27N,0292513.91E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1732,BUILDING,BUILDING,383943.40N,0292513.39E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1733,BUILDING,BUILDING,383943.02N,0292514.95E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1734,BUILDING,BUILDING,383942.89N,0292515.44E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1735,BUILDING,BUILDING,383943.41N,0292515.67E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1736,BUILDING,BUILDING,383943.90N,0292515.45E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1737,BUILDING,BUILDING,383943.70N,0292516.52E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1738,BUILDING,BUILDING,383943.65N,0292517.03E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1739,BUILDING,BUILDING,383943.12N,0292516.54E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1740,BUILDING,BUILDING,383943.29N,0292517.23E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1741,BUILDING,BUILDING,383943.08N,0292517.05E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1742,BUILDING,BUILDING,383942.73N,0292516.74E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1743,BUILDING,BUILDING,383942.91N,0292515.97E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1744,BUILDING,BUILDING,383942.59N,0292517.40E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1745,BUILDING,BUILDING,383942.42N,0292517.79E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1746,BUILDING,BUILDING,383942.47N,0292518.29E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1747,BUILDING,BUILDING,383945.09N,0292513.70E,3048,15,NO INFO,,NO,,,,,,,,
LTBO1748,BUILDING,BUILDING,383945.54N,0292514.01E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1749,BUILDING,BUILDING,383945.95N,0292514.35E,3065,34,NO INFO,,NO,,,,,,,,
LTBO1750,BUILDING,BUILDING,383945.90N,0292514.93E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1751,BUILDING,BUILDING,383945.79N,0292515.45E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1752,BUILDING,BUILDING,383945.65N,0292516.14E,3055,25,NO INFO,,NO,,,,,,,,
LTBO1753,BUILDING,BUILDING,383945.45N,0292517.47E,3062,34,NO INFO,,NO,,,,,,,,
LTBO1754,BUILDING,BUILDING,383945.42N,0292517.82E,3062,34,NO INFO,,NO,,,,,,,,
LTBO1755,BUILDING,BUILDING,383945.31N,0292518.30E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1756,BUILDING,BUILDING,383945.21N,0292518.74E,3051,25,NO INFO,,NO,,,,,,,,
LTBO1757,BUILDING,BUILDING,383945.22N,0292519.12E,3060,34,NO INFO,,NO,,,,,,,,
LTBO1758,BUILDING,BUILDING,383944.80N,0292518.07E,3054,25,NO INFO,,NO,,,,,,,,
LTBO1759,BUILDING,BUILDING,383944.17N,0292518.01E,3047,15,NO INFO,,NO,,,,,,,,
LTBO1760,BUILDING,BUILDING,383944.08N,0292518.57E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1761,BUILDING,BUILDING,383944.24N,0292517.22E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1762,BUILDING,BUILDING,383944.50N,0292516.86E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1763,BUILDING,BUILDING,383944.97N,0292516.89E,3065,34,NO INFO,,NO,,,,,,,,
LTBO1764,BUILDING,BUILDING,383944.86N,0292517.45E,3065,34,NO INFO,,NO,,,,,,,,
LTBO1765,BUILDING,BUILDING,383944.47N,0292516.35E,3069,34,NO INFO,,NO,,,,,,,,
LTBO1766,BUILDING,BUILDING,383944.54N,0292515.92E,3049,15,NO INFO,,NO,,,,,,,,
LTBO1767,BUILDING,BUILDING,383944.67N,0292515.44E,3079,44,NO INFO,,NO,,,,,,,,
LTBO1768,BUILDING,BUILDING,383945.17N,0292515.64E,3047,15,NO INFO,,NO,,,,,,,,
LTBO1769,BUILDING,BUILDING,383945.14N,0292516.13E,3047,15,NO INFO,,NO,,,,,,,,
LTBO1770,BUILDING,BUILDING,383945.33N,0292514.50E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1771,BUILDING,BUILDING,383944.78N,0292514.21E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1772,BUILDING,BUILDING,383944.77N,0292514.62E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1773,BUILDING,BUILDING,383944.95N,0292514.42E,3059,25,NO INFO,,NO,,,,,,,,
LTBO1774,BUILDING,BUILDING,383946.31N,0292517.58E,3059,34,NO INFO,,NO,,,,,,,,
LTBO1775,BUILDING,BUILDING,383946.35N,0292517.29E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1776,BUILDING,BUILDING,383946.42N,0292516.92E,3052,25,NO INFO,,NO,,,,,,,,
LTBO1777,BUILDING,BUILDING,383946.49N,0292516.55E,3061,34,NO INFO,,NO,,,,,,,,
