Obstacle_designator,AIXM_NAME  ,OTHER Type(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,color of lighting,Group
ENR281,WIND POWER PLANT,WINDMILL,373304.44N,0345507.63E,5223,525,YES,OTHER,NO
ENR282,WIND POWER PLANT,WINDMILL,373151.28N,0345510.36E,5817,525,YES,OTHER,NO
ENR283,WIND POWER PLANT,WINDMILL,373140.07N,0345453.70E,6293,525,YES,OTHER,NO
ENR284,WIND POWER PLANT,WINDMILL,373119.28N,0345436.18E,6936,525,YES,OTHER,NO
ENR286,WIND POWER PLANT,WINDMILL,373021.05N,0345256.64E,6785,525,YES,OTHER,NO
ENR287,WIND POWER PLANT,WINDMILL,373125.84N,0344710.65E,5230,525,YES,OTHER,NO
ENR288,WIND POWER PLANT,WINDMILL,373040.33N,0344940.06E,4340,525,YES,OTHER,NO
ENR289,WIND POWER PLANT,WINDMILL,400402.68N,0264905.45E,2199,660,YES,OTHER,NO
ENR290,WIND POWER PLANT,WINDMILL,373054.83N,0345006.20E,4659,525,YES,OTHER,NO
ENR291,WIND POWER PLANT,WINDMILL,410907.17N,0281914.65E,1056,427,YES,OTHER,NO
ENR292,WIND POWER PLANT,WINDMILL,374606.71N,0285036.49E,6488,438,YES,OTHER,NO
ENR294,WIND POWER PLANT,WINDMILL,382934.76N,0302057.08E,6606,589,YES,OTHER,NO
ENR295,WIND POWER PLANT,WINDMILL,365744.40N,0332621.44E,5853,617,YES,OTHER,NO
ENR296,WIND POWER PLANT,WINDMILL,380541.67N,0282512.91E,5036,574,YES,OTHER,NO
ENR298,TOWER,TOWER,405913.55N,0394602.63E,1125,505,YES,OTHER,NO
ENR300,WIND POWER PLANT,WINDMILL,403256.13N,0290522.66E,2923,407,YES,OTHER,NO
ENR301,WIND POWER PLANT,WINDMILL,373158.87N,0362808.08E,3323,489,YES,OTHER,NO
ENR302,WIND POWER PLANT,WINDMILL,401650.38N,0274953.90E,919,410,YES,OTHER,NO
ENR303,WIND POWER PLANT,WINDMILL,365810.52N,0332735.90E,5846,617,YES,OTHER,NO
ENR304,WIND POWER PLANT,WINDMILL,400519.90N,0264933.74E,2376,595,YES,OTHER,NO
ENR305,WIND POWER PLANT,WINDMILL,395135.76N,0264143.61E,1580,609,YES,OTHER,NO
ENR306,WIND POWER PLANT,WINDMILL,410909.79N,0281926.33E,1066,427,YES,OTHER,NO
ENR307,WIND POWER PLANT,WINDMILL,374604.87N,0285001.14E,6002,438,YES,OTHER,NO
ENR309,WIND POWER PLANT,WINDMILL,365818.71N,0332859.68E,5899,617,YES,OTHER,NO
ENR310,WIND POWER PLANT,WINDMILL,415734.60N,0264020.71E,2110,489,YES,OTHER,NO
ENR311,WIND POWER PLANT,WINDMILL,365816.89N,0332850.23E,5866,617,YES,OTHER,NO
ENR312,WIND POWER PLANT,WINDMILL,365817.25N,0332840.36E,5863,617,YES,OTHER,NO
ENR313,WIND POWER PLANT,WINDMILL,373221.86N,0345506.71E,5236,525,YES,OTHER,NO
ENR314,WIND POWER PLANT,WINDMILL,401349.62N,0264838.11E,2634,591,YES,OTHER,NO
ENR315,WIND POWER PLANT,WINDMILL,401307.31N,0265039.03E,2838,591,YES,OTHER,NO
ENR316,WIND POWER PLANT,WINDMILL,401257.07N,0265047.77E,2933,591,YES,OTHER,NO
ENR317,WIND POWER PLANT,WINDMILL,401338.14N,0264919.53E,2799,591,YES,OTHER,NO
ENR318,WIND POWER PLANT,WINDMILL,401252.13N,0265104.91E,2897,591,YES,OTHER,NO
ENR319,WIND POWER PLANT,WINDMILL,401234.15N,0265030.30E,2739,591,YES,OTHER,NO
ENR320,WIND POWER PLANT,WINDMILL,401223.62N,0265039.17E,2789,591,YES,OTHER,NO
ENR321,WIND POWER PLANT,WINDMILL,401212.41N,0265047.49E,2628,591,YES,OTHER,NO
ENR322,WIND POWER PLANT,WINDMILL,401206.07N,0265100.36E,2503,591,YES,OTHER,NO
ENR323,WIND POWER PLANT,WINDMILL,365824.99N,0332926.76E,5860,617,YES,OTHER,NO
ENR324,WIND POWER PLANT,WINDMILL,365810.28N,0332645.34E,5869,617,YES,OTHER,NO
ENR325,WIND POWER PLANT,WINDMILL,400630.10N,0263927.58E,2376,660,YES,OTHER,NO
ENR326,WIND POWER PLANT,WINDMILL,373107.20N,0345204.08E,5745,525,YES,OTHER,NO
ENR327,WIND POWER PLANT,WINDMILL,410906.22N,0281937.67E,1076,427,YES,OTHER,NO
ENR328,WIND POWER PLANT,WINDMILL,374610.56N,0284949.04E,6143,438,YES,OTHER,NO
ENR329,WIND POWER PLANT,WINDMILL,400648.89N,0264610.88E,2925,438,YES,OTHER,NO
ENR330,WIND POWER PLANT,WINDMILL,400533.86N,0263855.82E,2530,660,YES,OTHER,NO
ENR331,WIND POWER PLANT,WINDMILL,411014.48N,0281452.62E,1124,490,YES,OTHER,NO
ENR332,WIND POWER PLANT,WINDMILL,374615.17N,0284928.20E,6442,438,YES,OTHER,NO
ENR333,WIND POWER PLANT,WINDMILL,400651.41N,0264646.96E,2695,438,YES,OTHER,NO
ENR334,WIND POWER PLANT,WINDMILL,365806.57N,0332657.33E,5928,617,YES,OTHER,NO
ENR335,WIND POWER PLANT,WINDMILL,400613.07N,0263943.67E,2432,660,YES,OTHER,NO
ENR336,WIND POWER PLANT,WINDMILL,373111.66N,0345247.01E,5791,525,YES,OTHER,NO
ENR337,WIND POWER PLANT,WINDMILL,411014.16N,0281506.91E,1140,490,YES,OTHER,NO
ENR338,WIND POWER PLANT,WINDMILL,374616.54N,0284914.09E,6380,438,YES,OTHER,NO
ENR339,WIND POWER PLANT,WINDMILL,400607.70N,0274457.01E,1613,431,YES,OTHER,NO
ENR340,WIND POWER PLANT,WINDMILL,400521.70N,0263939.13E,2593,660,YES,OTHER,NO
ENR341,WIND POWER PLANT,WINDMILL,411021.72N,0281629.39E,1073,427,YES,OTHER,NO
ENR342,WIND POWER PLANT,WINDMILL,383819.92N,0262635.46E,1850,381,YES,OTHER,NO
ENR343,WIND POWER PLANT,WINDMILL,374621.76N,0284904.58E,6383,438,YES,OTHER,NO
ENR344,WIND POWER PLANT,WINDMILL,365810.81N,0332708.75E,5879,617,YES,OTHER,NO
ENR345,WIND POWER PLANT,WINDMILL,400506.11N,0263937.58E,2842,660,YES,OTHER,NO
ENR346,WIND POWER PLANT,WINDMILL,365813.59N,0332720.82E,5833,617,YES,OTHER,NO
ENR347,WIND POWER PLANT,WINDMILL,411042.34N,0281638.41E,1150,490,YES,OTHER,NO
ENR348,WIND POWER PLANT,WINDMILL,400139.96N,0262127.88E,1370,438,YES,OTHER,NO
ENR349,WIND POWER PLANT,WINDMILL,400455.63N,0263945.94E,2747,660,YES,OTHER,NO
ENR350,WIND POWER PLANT,WINDMILL,373232.94N,0344634.25E,4947,525,YES,OTHER,NO
ENR352,WIND POWER PLANT,WINDMILL,400137.86N,0262140.69E,1399,438,YES,OTHER,NO
ENR353,WIND POWER PLANT,WINDMILL,400449.94N,0264007.79E,2380,660,YES,OTHER,NO
ENR354,WIND POWER PLANT,WINDMILL,400131.53N,0262213.41E,1442,438,YES,OTHER,NO
ENR355,WIND POWER PLANT,WINDMILL,400441.20N,0264018.70E,2294,660,YES,OTHER,NO
ENR356,WIND POWER PLANT,WINDMILL,400144.30N,0262213.41E,1511,438,YES,OTHER,NO
ENR357,WIND POWER PLANT,WINDMILL,400431.51N,0264032.30E,2140,660,YES,OTHER,NO
ENR358,WIND POWER PLANT,WINDMILL,400149.80N,0262229.06E,1567,438,YES,OTHER,NO
ENR359,WIND POWER PLANT,WINDMILL,400445.52N,0263744.00E,2173,660,YES,OTHER,NO
ENR360,WIND POWER PLANT,WINDMILL,374513.28N,0285122.97E,6370,438,YES,OTHER,NO
ENR361,WIND POWER PLANT,WINDMILL,400422.51N,0263746.78E,2232,660,YES,OTHER,NO
ENR362,WIND POWER PLANT,WINDMILL,374522.64N,0285109.11E,6311,438,YES,OTHER,NO
ENR363,WIND POWER PLANT,WINDMILL,400352.24N,0264603.50E,2284,660,YES,OTHER,NO
ENR364,WIND POWER PLANT,WINDMILL,400016.40N,0262131.96E,1219,438,YES,OTHER,NO
ENR365,WIND POWER PLANT,WINDMILL,400329.56N,0264624.96E,2481,660,YES,OTHER,NO
ENR366,WIND POWER PLANT,WINDMILL,400127.21N,0262138.21E,1412,438,YES,OTHER,NO
ENR367,WIND POWER PLANT,WINDMILL,400249.06N,0264618.41E,2350,660,YES,OTHER,NO
ENR368,WIND POWER PLANT,WINDMILL,395953.55N,0262117.37E,1127,438,YES,OTHER,NO
ENR369,WIND POWER PLANT,WINDMILL,400222.78N,0264615.78E,2422,660,YES,OTHER,NO
ENR370,WIND POWER PLANT,WINDMILL,395938.71N,0262051.87E,1061,438,YES,OTHER,NO
ENR371,WIND POWER PLANT,WINDMILL,400213.92N,0264626.87E,2406,660,YES,OTHER,NO
ENR372,WIND POWER PLANT,WINDMILL,395937.03N,0262030.04E,1058,438,YES,OTHER,NO
ENR373,WIND POWER PLANT,WINDMILL,400158.58N,0264628.49E,2396,660,YES,OTHER,NO
ENR374,WIND POWER PLANT,WINDMILL,374518.76N,0285153.42E,6603,438,YES,OTHER,NO
ENR375,WIND POWER PLANT,WINDMILL,400544.09N,0264915.67E,2452,595,YES,OTHER,NO
ENR376,WIND POWER PLANT,WINDMILL,405716.89N,0353346.02E,4269,592,YES,OTHER,NO
ENR377,WIND POWER PLANT,WINDMILL,400524.90N,0264913.26E,2458,595,YES,OTHER,NO
ENR378,WIND POWER PLANT,WINDMILL,404314.72N,0261100.94E,1696,410,YES,OTHER,NO
ENR379,WIND POWER PLANT,WINDMILL,400444.22N,0264844.17E,2324,660,YES,OTHER,NO
ENR380,WIND POWER PLANT,WINDMILL,404313.52N,0261137.36E,1627,410,YES,OTHER,NO
ENR381,WIND POWER PLANT,WINDMILL,404302.34N,0261152.62E,1552,410,YES,OTHER,NO
ENR382,WIND POWER PLANT,WINDMILL,395126.81N,0264154.99E,1639,609,YES,OTHER,NO
ENR383,WIND POWER PLANT,WINDMILL,395042.54N,0264329.50E,2019,609,YES,OTHER,NO
ENR384,WIND POWER PLANT,WINDMILL,394749.02N,0274704.61E,2016,589,YES,OTHER,NO
ENR385,WIND POWER PLANT,WINDMILL,403905.84N,0270243.74E,1558,574,YES,OTHER,NO
ENR386,WIND POWER PLANT,WINDMILL,372818.38N,0272415.16E,1540,490,YES,OTHER,NO
ENR387,WIND POWER PLANT,WINDMILL,372834.50N,0272359.12E,1261,490,YES,OTHER,NO
ENR388,WIND MEASUREMENT STATION,POLE,405827.30N,0294648.20E,1375,328,YES,OTHER,NO
ENR389,WIND MEASUREMENT STATION,POLE,405849.19N,0294835.20E,1745,328,YES,OTHER,NO
ENR390,WIND POWER PLANT,WINDMILL,385511.46N,0274554.97E,928,427,YES,OTHER,NO
ENR391,WIND POWER PLANT,WINDMILL,385446.98N,0274623.41E,810,427,YES,OTHER,NO
ENR392,WIND POWER PLANT,WINDMILL,385449.54N,0274635.51E,745,427,YES,OTHER,NO
ENR393,WIND POWER PLANT,WINDMILL,385441.33N,0274644.83E,751,427,YES,OTHER,NO
ENR394,WIND POWER PLANT,WINDMILL,392226.58N,0271002.21E,4358,487,YES,OTHER,NO
ENR395,TOWER,TOWER,372433.59N,0271930.77E,1613,1263,YES,OTHER,NO
ENR396,TOWER,TOWER,372457.93N,0271917.65E,1608,1263,YES,OTHER,NO
ENR397,WIND POWER PLANT,WINDMILL,392212.11N,0271206.05E,4617,487,YES,OTHER,NO
ENR398,WIND POWER PLANT,WINDMILL,372748.13N,0272504.90E,1625,490,YES,OTHER,NO
ENR399,WIND POWER PLANT,WINDMILL,380816.21N,0324403.14E,4455,535,YES,OTHER,NO
ENR400,WIND POWER PLANT,WINDMILL,380819.59N,0324417.88E,4436,535,YES,OTHER,NO
ENR401,WIND POWER PLANT,WINDMILL,380900.84N,0324711.49E,4550,535,YES,OTHER,NO
ENR402,ANTENNA,ANTENNA,411102.91N,0283045.30E,963,786,YES,OTHER,NO
ENR403,WIND POWER PLANT,WINDMILL,380750.37N,0324413.59E,4518,535,YES,OTHER,NO
ENR404,WIND POWER PLANT,WINDMILL,380904.79N,0324727.04E,4501,535,YES,OTHER,NO
ENR405,WIND POWER PLANT,WINDMILL,380911.05N,0324741.54E,4616,535,YES,OTHER,NO
ENR409,WIND POWER PLANT,WINDMILL,380852.45N,0324641.09E,4580,535,YES,OTHER,NO
ENR410,TV TRANSMITTER,ANTENNA,371234.47N,0384814.07E,2543,335,YES,OTHER,NO
ENR411,WIND POWER PLANT,WINDMILL,380853.87N,0324656.83E,4636,535,YES,OTHER,NO
ENR412,BUILDING,BUILDING,382535.62N,0270808.10E,429,416,NO INFO,,NO
ENR413,CHIMNEY,BUILDING,404642.00N,0293238.84E,643,531,YES,OTHER,NO
ENR414,ANTENNA,ANTENNA,381702.00N,0382737.00E,4534,505,YES,OTHER,NO
ENR415,BUILDING,BUILDING,382414.48N,0270706.90E,678,409,NO INFO,,NO
ENR416,BUILDING,BUILDING,382413.99N,0270706.29E,668,399,NO INFO,,NO
ENR417,BUILDING,BUILDING,382414.17N,0270706.74E,678,409,NO INFO,,NO
ENR418,BUILDING,BUILDING,382414.36N,0270707.19E,660,391,NO INFO,,NO
ENR419,BUILDING,BUILDING,382414.25N,0270706.97E,658,389,NO INFO,,NO
ENR420,BUILDING,BUILDING,382414.15N,0270706.56E,660,391,NO INFO,,NO
ENR421,BUILDING,BUILDING,382414.04N,0270707.02E,681,412,NO INFO,,NO
ENR422,BUILDING,BUILDING,382413.85N,0270706.60E,681,412,NO INFO,,NO
ENR423,BUILDING,BUILDING,382409.61N,0270657.55E,662,393,NO INFO,,NO
ENR424,BUILDING,BUILDING,382352.06N,0270612.85E,920,543,NO INFO,,NO
ENR425,BUILDING,BUILDING,382356.94N,0270730.97E,739,434,NO INFO,,NO
ENR426,BUILDING,BUILDING,382354.59N,0270726.12E,774,472,NO INFO,,NO
ENR427,CHIMNEY,BUILDING,411608.61N,0312532.45E,502,486,YES,OTHER,NO
ENR428,TV TRANSMITTER,ANTENNA,381459.00N,0271529.24E,1001,541,YES,OTHER,NO
ENR429,DAM,DAM,404102.16N,0390721.36E,2198,394,NO,,NO
ENR430,DAM,DAM,405230.31N,0394205.09E,971,387,NO,,NO
ENR431,DAM,DAM,365354.60N,0285407.00E,782,369,NO,,NO
ENR432,DAM,DAM,375324.23N,0274425.23E,633,331,NO,,NO
ENR433,DAM,DAM,373419.33N,0283129.46E,1311,356,NO,,NO
ENR434,DAM,DAM,372940.61N,0280742.27E,919,394,NO,,NO
ENR435,DAM,DAM,411005.65N,0415217.61E,1440,817,NO INFO,,NO
ENR436,DAM,DAM,412058.41N,0414111.43E,827,479,NO INFO,,NO
ENR437,DAM,DAM,380929.25N,0291233.03E,2083,472,NO,,NO
ENR438,DAM,DAM,374036.53N,0365058.06E,2256,448,YES,OTHER,NO
ENR439,DAM,DAM,392424.40N,0413931.98E,6247,331,NO,,NO
ENR440,DAM,DAM,401109.58N,0410351.39E,6995,361,NO,,NO
ENR441,DAM,DAM,412148.88N,0354328.03E,646,449,YES,OTHER,NO
ENR442,DAM,DAM,405611.78N,0363847.09E,673,443,YES,OTHER,NO
ENR443,DAM,DAM,405916.52N,0315424.86E,1631,354,YES,OTHER,NO
ENR444,DAM,DAM,404614.16N,0344717.56E,1890,413,YES,OTHER,NO
ENR445,DAM,DAM,402940.80N,0323956.02E,3510,328,YES,OTHER,NO
ENR446,DAM,DAM,402315.68N,0322256.38E,3356,348,YES,OTHER,NO
ENR447,CRANE,CRANE,363406.38N,0325806.46E,2920,787,NO,,NO
ENR448,CRANE,CRANE,363405.96N,0325804.40E,2762,787,NO,,NO
ENR449,CRANE,CRANE,363405.01N,0325805.22E,2828,1033,NO,,NO
ENR450,DAM,DAM,370617.01N,0322619.56E,3934,358,NO,,NO
ENR451,DAM,DAM,400159.87N,0310057.52E,1529,377,NO,,NO
ENR452,DAM,DAM,385418.32N,0351613.75E,3638,354,NO,,NO
ENR453,DAM,DAM,365431.25N,0313154.70E,951,509,NO,,NO
ENR454,DAM,DAM,404026.56N,0295809.92E,599,336,NO INFO,,NO
ENR455,DAM,DAM,400056.03N,0284624.02E,1099,404,NO INFO,,NO
ENR456,DAM,DAM,373110.62N,0415015.58E,1765,453,YES,OTHER,NO
ENR457,DAM,DAM,382055.97N,0400121.95E,3104,413,YES,OTHER,NO
ENR458,DAM,DAM,381334.85N,0390808.89E,2703,568,YES,OTHER,NO
ENR459,DAM,DAM,392210.33N,0402058.58E,4514,479,NO,,NO
ENR460,DAM,DAM,390747.56N,0400517.55E,3786,407,YES,OTHER,NO
ENR464,TV TRANSMITTER,ANTENNA,365553.69N,0304043.47E,1073,328,YES,OTHER,NO
ENR465,TV TRANSMITTER,ANTENNA,365606.64N,0352425.69E,571,348,YES,OTHER,NO
ENR466,TV TRANSMITTER,ANTENNA,410350.03N,0285815.90E,699,344,NO,,NO
ENR467,TV TRANSMITTER,ANTENNA,410350.05N,0285815.12E,715,361,NO,,NO
ENR470,TV TRANSMITTER,ANTENNA,405655.99N,0272653.80E,1020,328,NO,,NO
ENR471,TV TRANSMITTER,ANTENNA,395826.90N,0324820.92E,3684,335,YES,OTHER,NO
ENR472,TV TRANSMITTER,ANTENNA,395838.20N,0324808.70E,3691,367,YES,OTHER,NO
ENR473,TV TRANSMITTER,ANTENNA,395828.38N,0324822.86E,3697,348,YES,OTHER,NO
ENR475,ANTENNA,ANTENNA,364811.58N,0343725.95E,656,627,YES,OTHER,NO
ENR476,CHIMNEY,BUILDING,412849.96N,0272006.12E,915,443,YES,OTHER,NO
ENR477,CHIMNEY,BUILDING,391138.45N,0273810.32E,942,495,NO,,NO
ENR478,CHIMNEY,BUILDING,391140.44N,0273806.72E,938,495,YES,OTHER,NO
ENR479,CHIMNEY,BUILDING,391141.97N,0273802.11E,1358,912,YES,OTHER,NO
ENR480,WIND POWER PLANT,WINDMILL,380833.22N,0325123.47E,5049,535,YES,OTHER,NO
ENR482,CHIMNEY,BUILDING,370825.03N,0275217.60E,1542,656,YES,OTHER,NO
ENR483,CHIMNEY,BUILDING,412904.70N,0272012.82E,919,443,YES,OTHER,NO
ENR484,CHIMNEY,BUILDING,402400.69N,0270257.14E,604,492,NO INFO,,NO
ENR485,CHIMNEY,BUILDING,401741.60N,0290435.04E,1066,443,NO INFO,,NO
ENR486,CHIMNEY,BUILDING,401745.72N,0290418.48E,1050,443,NO INFO,,NO
ENR487,DAM,DAM,384829.56N,0384528.67E,3323,597,YES,OTHER,NO
ENR488,DAM,DAM,404054.75N,0390739.84E,2215,410,YES,OTHER,NO
ENR489,DAM,DAM,403808.45N,0391353.54E,3130,554,YES,OTHER,NO
ENR490,CHIMNEY,BUILDING,413103.41N,0315359.41E,427,397,YES,OTHER,NO
ENR491,CHIMNEY,BUILDING,413101.59N,0315400.63E,423,397,YES,OTHER,NO
ENR492,CHIMNEY,BUILDING,393421.44N,0295255.84E,4035,328,NO,,NO
ENR493,CHIMNEY,BUILDING,393422.64N,0295254.14E,4035,328,NO,,NO
ENR494,CHIMNEY,BUILDING,393423.94N,0295252.24E,4035,328,NO,,NO
ENR495,CHIMNEY,BUILDING,393424.62N,0295249.25E,4052,344,NO,,NO
ENR496,DAM,DAM,400159.54N,0310107.00E,1676,381,NO INFO,,NO
ENR497,DAM,DAM,400154.66N,0310052.75E,1673,381,NO INFO,,NO
ENR498,CHIMNEY,BUILDING,393745.34N,0292745.44E,3013,388,YES,OTHER,NO
ENR499,CHIMNEY,BUILDING,393744.38N,0292743.42E,3013,388,YES,OTHER,NO
ENR500,TV TRANSMITTER,ANTENNA,370800.72N,0370814.51E,5216,371,YES,OTHER,NO
ENR502,TV TRANSMITTER,ANTENNA,374218.06N,0394940.12E,6673,331,YES,OTHER,NO
ENR504,DAM,DAM,390755.26N,0400508.84E,4160,417,YES,OTHER,NO
ENR505,TOWER,TOWER,411942.32N,0360615.20E,4498,331,YES,OTHER,NO
ENR506,ANTENNA,ANTENNA,381458.61N,0271527.68E,1024,564,YES,OTHER,NO
ENR507,ANTENNA,ANTENNA,381459.26N,0271530.84E,1027,564,YES,OTHER,NO
ENR509,TV TRANSMITTER,ANTENNA,374216.50N,0394940.90E,6676,331,YES,OTHER,NO
ENR511,TV TRANSMITTER,ANTENNA,410132.40N,0290501.50E,817,328,YES,OTHER,NO
ENR519,ANTENNA,ANTENNA,392346.96N,0325111.99E,3881,394,YES,OTHER,NO
ENR520,ANTENNA,ANTENNA,392347.00N,0325119.37E,3881,394,YES,OTHER,NO
ENR521,ANTENNA,ANTENNA,392349.70N,0325130.80E,3881,394,YES,OTHER,NO
ENR522,ANTENNA,ANTENNA,392353.47N,0325136.09E,3881,394,YES,OTHER,NO
ENR523,ANTENNA,ANTENNA,392402.27N,0325139.14E,3881,394,YES,OTHER,NO
ENR524,ANTENNA,ANTENNA,392406.60N,0325139.95E,3881,394,YES,OTHER,NO
ENR525,ANTENNA,ANTENNA,392410.92N,0325139.14E,3884,394,YES,OTHER,NO
ENR526,ANTENNA,ANTENNA,392416.63N,0325136.73E,3884,394,YES,OTHER,NO
ENR527,ANTENNA,ANTENNA,392422.07N,0325134.55E,3888,394,YES,OTHER,NO
ENR528,ANTENNA,ANTENNA,392425.38N,0325131.00E,3888,394,YES,OTHER,NO
ENR529,ANTENNA,ANTENNA,392428.79N,0325126.33E,3888,394,YES,OTHER,NO
ENR530,ANTENNA,ANTENNA,392428.73N,0325119.13E,3891,394,YES,OTHER,NO
ENR531,ANTENNA,ANTENNA,392426.25N,0325114.40E,3894,394,YES,OTHER,NO
ENR532,ANTENNA,ANTENNA,392422.98N,0325109.89E,3894,394,YES,OTHER,NO
ENR533,ANTENNA,ANTENNA,392417.79N,0325104.36E,3894,394,YES,OTHER,NO
ENR534,ANTENNA,ANTENNA,392413.64N,0325102.39E,3891,394,YES,OTHER,NO
ENR535,ANTENNA,ANTENNA,392359.39N,0325101.49E,3881,394,YES,OTHER,NO
ENR536,ANTENNA,ANTENNA,392355.24N,0325103.31E,3881,394,YES,OTHER,NO
ENR538,BUILDING,BUILDING,382532.35N,0270813.65E,420,404,YES,OTHER,NO
ENR539,WIND POWER PLANT,WINDMILL,380801.09N,0325111.88E,5029,535,YES,OTHER,NO
ENR540,WIND POWER PLANT,WINDMILL,380801.87N,0325128.82E,5016,535,YES,OTHER,NO
ENR541,DAM,DAM,370525.00N,0290517.00E,2372,361,NO,,NO
ENR543,WIND POWER PLANT,WINDMILL,380551.59N,0302354.73E,5582,431,YES,OTHER,NO
ENR544,WIND POWER PLANT,WINDMILL,380541.36N,0302336.38E,5730,431,YES,OTHER,NO
ENR545,WIND POWER PLANT,WINDMILL,380539.28N,0302356.60E,5546,431,YES,OTHER,NO
ENR546,WIND POWER PLANT,WINDMILL,380133.55N,0302347.38E,5461,431,YES,OTHER,NO
ENR547,WIND POWER PLANT,WINDMILL,380127.10N,0302357.74E,5559,431,YES,OTHER,NO
ENR548,WIND POWER PLANT,WINDMILL,380121.47N,0302408.81E,5523,431,YES,OTHER,NO
ENR549,WIND POWER PLANT,WINDMILL,380112.34N,0302415.36E,5467,431,YES,OTHER,NO
ENR550,WIND POWER PLANT,WINDMILL,380102.78N,0302420.50E,5474,431,YES,OTHER,NO
ENR551,WIND POWER PLANT,WINDMILL,380047.56N,0302418.61E,5487,431,YES,OTHER,NO
ENR552,WIND POWER PLANT,WINDMILL,380114.36N,0302336.25E,5582,431,YES,OTHER,NO
ENR553,WIND POWER PLANT,WINDMILL,380103.69N,0302339.13E,5628,431,YES,OTHER,NO
ENR554,WIND POWER PLANT,WINDMILL,380055.05N,0302346.29E,5710,431,YES,OTHER,NO
ENR555,WIND POWER PLANT,WINDMILL,380044.82N,0302344.11E,5700,431,YES,OTHER,NO
ENR556,WIND POWER PLANT,WINDMILL,380030.28N,0302343.56E,5582,431,YES,OTHER,NO
ENR557,WIND POWER PLANT,WINDMILL,380056.05N,0302319.68E,5572,431,YES,OTHER,NO
ENR558,WIND POWER PLANT,WINDMILL,380055.79N,0302257.76E,5507,431,YES,OTHER,NO
ENR559,WIND POWER PLANT,WINDMILL,380024.40N,0302355.00E,5530,431,YES,OTHER,NO
ENR560,WIND POWER PLANT,WINDMILL,380032.62N,0302251.49E,5382,431,YES,OTHER,NO
ENR561,WIND POWER PLANT,WINDMILL,380103.61N,0302518.81E,5175,431,YES,OTHER,NO
ENR562,WIND POWER PLANT,WINDMILL,380052.70N,0302518.17E,5166,431,YES,OTHER,NO
ENR563,WIND POWER PLANT,WINDMILL,380055.29N,0302554.90E,5149,431,YES,OTHER,NO
ENR564,WIND POWER PLANT,WINDMILL,380047.92N,0302616.93E,5418,431,YES,OTHER,NO
ENR565,WIND POWER PLANT,WINDMILL,380045.08N,0302630.93E,5494,431,YES,OTHER,NO
ENR566,WIND POWER PLANT,WINDMILL,380054.69N,0302714.59E,5832,431,YES,OTHER,NO
ENR567,WIND POWER PLANT,WINDMILL,380100.41N,0302725.67E,5723,431,YES,OTHER,NO
ENR568,WIND POWER PLANT,WINDMILL,380714.55N,0302410.06E,6448,431,YES,OTHER,NO
ENR569,WIND POWER PLANT,WINDMILL,380703.85N,0302358.53E,6425,431,YES,OTHER,NO
ENR570,WIND POWER PLANT,WINDMILL,380655.48N,0302338.09E,6406,431,YES,OTHER,NO
ENR571,WIND POWER PLANT,WINDMILL,380645.13N,0302334.89E,6311,431,YES,OTHER,NO
ENR572,WIND POWER PLANT,WINDMILL,380635.09N,0302331.26E,6196,431,YES,OTHER,NO
ENR573,WIND POWER PLANT,WINDMILL,380626.78N,0302317.97E,6058,431,YES,OTHER,NO
ENR574,WIND POWER PLANT,WINDMILL,380618.56N,0302329.02E,5864,431,YES,OTHER,NO
ENR575,WIND POWER PLANT,WINDMILL,380609.55N,0302335.21E,5766,431,YES,OTHER,NO
ENR576,WIND POWER PLANT,WINDMILL,380600.70N,0302348.54E,5720,431,YES,OTHER,NO
ENR577,WIND POWER PLANT,WINDMILL,380738.67N,0325120.86E,4928,535,YES,OTHER,NO
ENR578,FSM BRIDGE TOWER 1,BRIDGE,410528.68N,0290318.18E,684,540,NO INFO,,NO
ENR579,FSM BRIDGE TOWER 2,BRIDGE,410530.61N,0290404.18E,727,540,NO INFO,,NO
ENR580,15 TEM. BRIDGE TOWER 1,BRIDGE,410255.78N,0290151.32E,541,541,NO INFO,,NO
ENR581,15.TEM. BRIDGE TOWER 2,BRIDGE,410230.80N,0290217.72E,545,541,NO INFO,,NO
ENR582,YSS BRIDGE TOWER 1,BRIDGE,411223.22N,0290614.97E,1225,1082,NO INFO,,NO
ENR583,YSS BRIDGE TOWER 2,BRIDGE,411159.29N,0290708.23E,1190,1082,NO INFO,,NO
ENR584,BRIDGE ABUTMENT,BRIDGE,375355.93N,0385828.06E,1854,341,NO INFO,,NO
ENR585,CHIMNEY,BUILDING,402455.19N,0271911.18E,673,558,NO INFO,,NO
ENR586,CHIMNEY,BUILDING,413052.68N,0315433.95E,837,820,NO INFO,,NO
ENR587,RADIO LINK TOWER,TOWER,410834.12N,0352734.92E,1509,410,NO,,NO
ENR588,WIND POWER PLANT,WINDMILL,380940.55N,0325034.72E,5046,535,YES,OTHER,NO
ENR589,YSS BRIDGE ,BRIDGE,411214.21N,0290635.47E,1050,1050,YES,OTHER,NO
ENR590,WIND POWER PLANT,WINDMILL,380918.38N,0325110.90E,5197,535,YES,OTHER,NO
ENR591,BUILDING,BUILDING,395730.47N,0325207.12E,3321,483,NO,,NO
ENR592,BUILDING,BUILDING,375319.59N,0322939.71E,3821,492,NO INFO,,NO
