Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTCN9313,BUILDING,BUILDING,373417.50N,0365647.87E,1871.70,34.45,NO INFO,,NO
LTCN9314,BUILDING,BUILDING,373417.67N,0365648.40E,1861.85,24.61,NO INFO,,NO
LTCN9315,BUILDING,BUILDING,373417.73N,0365648.87E,1871.70,34.45,NO INFO,,NO
LTCN9316,BUILDING,BUILDING,373417.79N,0365649.81E,1852.01,14.76,NO INFO,,NO
LTCN9317,BUILDING,BUILDING,373418.34N,0365649.60E,1871.70,34.45,NO INFO,,NO
LTCN9318,BUILDING,BUILDING,373415.24N,0365649.34E,1843.94,24.61,NO INFO,,NO
LTCN9319,BUILDING,BUILDING,373416.45N,0365649.52E,1853.51,24.61,NO INFO,,NO
LTCN9320,BUILDING,BUILDING,373415.22N,0365650.10E,1854.14,34.45,NO INFO,,NO
LTCN9321,BUILDING,BUILDING,373416.13N,0365649.25E,1850.95,24.61,NO INFO,,NO
LTCN9322,BUILDING,BUILDING,373418.75N,0365644.37E,1878.08,34.45,NO INFO,,NO
LTCN9323,BUILDING,BUILDING,373417.57N,0365646.79E,1852.01,14.76,NO INFO,,NO
LTCN9324,BUILDING,BUILDING,373419.21N,0365647.02E,1861.98,14.76,NO INFO,,NO
LTCN9325,BUILDING,BUILDING,373422.19N,0365647.04E,1893.52,24.61,NO INFO,,NO
LTCN9326,BUILDING,BUILDING,373424.00N,0365648.61E,1890.07,14.76,NO INFO,,NO
LTCN9327,BUILDING,BUILDING,373423.85N,0365649.37E,1886.86,14.76,NO INFO,,NO
LTCN9328,BUILDING,BUILDING,373423.06N,0365649.52E,1894.66,24.61,NO INFO,,NO
LTCN9329,BUILDING,BUILDING,373423.07N,0365650.05E,1894.66,24.61,NO INFO,,NO
LTCN9330,BUILDING,BUILDING,373425.03N,0365649.66E,1893.83,14.76,NO INFO,,NO
LTCN9331,BUILDING,BUILDING,373425.03N,0365650.13E,1893.00,14.76,NO INFO,,NO
LTCN9332,BUILDING,BUILDING,373424.29N,0365649.78E,1897.90,24.61,NO INFO,,NO
LTCN9333,BUILDING,BUILDING,373424.76N,0365650.10E,1890.68,14.76,NO INFO,,NO
LTCN9334,BUILDING,BUILDING,373424.87N,0365649.03E,1894.61,14.76,NO INFO,,NO
LTCN9335,BUILDING,BUILDING,373427.25N,0365648.32E,1913.89,14.76,NO INFO,,NO
LTCN9336,BUILDING,BUILDING,373427.29N,0365648.61E,1923.65,24.61,NO INFO,,NO
LTCN9337,BUILDING,BUILDING,373428.60N,0365646.32E,1929.76,24.61,NO INFO,,NO
LTCN9338,BUILDING,BUILDING,373428.94N,0365646.71E,1920.89,14.76,NO INFO,,NO
LTCN9339,BUILDING,BUILDING,373428.06N,0365648.33E,1927.47,24.61,NO INFO,,NO
LTCN9340,BUILDING,BUILDING,373430.00N,0365644.79E,1929.56,14.76,NO INFO,,NO
LTCN9341,BUILDING,BUILDING,373429.98N,0365645.13E,1939.26,24.61,NO INFO,,NO
LTCN9342,BUILDING,BUILDING,373430.19N,0365646.96E,1946.65,34.45,NO INFO,,NO
LTCN9343,BUILDING,BUILDING,373430.38N,0365646.95E,1947.50,34.45,NO INFO,,NO
LTCN9344,BUILDING,BUILDING,373430.87N,0365644.79E,1944.74,24.61,NO INFO,,NO
LTCN9345,BUILDING,BUILDING,373431.20N,0365644.86E,1946.52,24.61,NO INFO,,NO
LTCN9346,BUILDING,BUILDING,373431.68N,0365644.99E,1949.02,24.61,NO INFO,,NO
LTCN9347,BUILDING,BUILDING,373431.62N,0365645.45E,1947.43,24.61,NO INFO,,NO
LTCN9348,BUILDING,BUILDING,373431.57N,0365645.87E,1946.69,24.61,NO INFO,,NO
LTCN9349,BUILDING,BUILDING,373431.50N,0365646.21E,1945.10,24.61,NO INFO,,NO
LTCN9350,BUILDING,BUILDING,373431.49N,0365646.54E,1944.36,24.61,NO INFO,,NO
LTCN9351,BUILDING,BUILDING,373431.05N,0365646.23E,1943.40,24.61,NO INFO,,NO
LTCN9352,BUILDING,BUILDING,373431.08N,0365645.71E,1944.14,24.61,NO INFO,,NO
LTCN9353,BUILDING,BUILDING,373430.78N,0365648.25E,1928.75,14.76,NO INFO,,NO
LTCN9354,BUILDING,BUILDING,373430.35N,0365649.24E,1924.45,14.76,NO INFO,,NO
LTCN9355,BUILDING,BUILDING,373430.72N,0365647.89E,1937.94,24.61,NO INFO,,NO
LTCN9356,BUILDING,BUILDING,373431.38N,0365647.84E,1941.97,24.61,NO INFO,,NO
LTCN9357,BUILDING,BUILDING,373430.48N,0365648.88E,1925.67,14.76,NO INFO,,NO
LTCN9358,BUILDING,BUILDING,373442.74N,0365750.45E,1891.31,14.76,NO INFO,,NO
LTCN9359,BUILDING,BUILDING,373440.83N,0365750.26E,1884.55,14.76,NO INFO,,NO
LTCN9360,BUILDING,BUILDING,373441.46N,0365750.63E,1887.06,14.76,NO INFO,,NO
LTCN9361,BUILDING,BUILDING,373441.74N,0365752.75E,1900.29,24.61,NO INFO,,NO
LTCN9362,BUILDING,BUILDING,373442.24N,0365753.43E,1892.89,14.76,NO INFO,,NO
LTCN9363,BUILDING,BUILDING,373437.48N,0365751.90E,1883.96,24.61,NO INFO,,NO
LTCN9364,BUILDING,BUILDING,373434.29N,0365748.60E,1868.27,24.61,NO INFO,,NO
LTCN9365,BUILDING,BUILDING,373435.98N,0365749.52E,1865.09,14.76,NO INFO,,NO
LTCN9366,BUILDING,BUILDING,373431.40N,0365804.92E,1883.14,14.76,NO INFO,,NO
LTCN9367,BUILDING,BUILDING,373431.28N,0365805.00E,1883.45,14.76,NO INFO,,NO
LTCN9368,BUILDING,BUILDING,373432.22N,0365802.33E,1883.52,14.76,NO INFO,,NO
LTCN9369,BUILDING,BUILDING,373434.67N,0365802.35E,1884.82,14.76,NO INFO,,NO
LTCN9370,BUILDING,BUILDING,373435.57N,0365803.76E,1890.14,14.76,NO INFO,,NO
LTCN9371,BUILDING,BUILDING,373435.69N,0365803.40E,1889.60,14.76,NO INFO,,NO
LTCN9372,BUILDING,BUILDING,373435.93N,0365803.71E,1891.03,14.76,NO INFO,,NO
LTCN9373,BUILDING,BUILDING,373436.85N,0365805.72E,1898.62,14.76,NO INFO,,NO
LTCN9374,BUILDING,BUILDING,373436.78N,0365805.42E,1897.19,14.76,NO INFO,,NO
LTCN9375,BUILDING,BUILDING,373437.23N,0365805.02E,1898.02,14.76,NO INFO,,NO
LTCN9376,BUILDING,BUILDING,373437.19N,0365804.64E,1897.04,14.76,NO INFO,,NO
LTCN9377,BUILDING,BUILDING,373439.69N,0365807.82E,1922.11,24.61,NO INFO,,NO
LTCN9378,BUILDING,BUILDING,373440.48N,0365807.55E,1913.84,14.76,NO INFO,,NO
LTCN9379,BUILDING,BUILDING,373441.22N,0365809.36E,1928.28,24.61,NO INFO,,NO
LTCN9380,BUILDING,BUILDING,373440.86N,0365810.08E,1918.33,14.76,NO INFO,,NO
LTCN9381,BUILDING,BUILDING,373440.98N,0365808.52E,1917.63,14.76,NO INFO,,NO
LTCN9382,BUILDING,BUILDING,373441.16N,0365808.28E,1917.63,14.76,NO INFO,,NO
LTCN9383,BUILDING,BUILDING,373439.10N,0365810.50E,1916.48,14.76,NO INFO,,NO
LTCN9384,BUILDING,BUILDING,373439.28N,0365810.97E,1917.63,14.76,NO INFO,,NO
LTCN9385,BUILDING,BUILDING,373438.98N,0365810.89E,1916.93,14.76,NO INFO,,NO
LTCN9386,BUILDING,BUILDING,373440.38N,0365811.32E,1930.41,24.61,NO INFO,,NO
LTCN9387,BUILDING,BUILDING,373440.14N,0365811.24E,1928.86,24.61,NO INFO,,NO
LTCN9388,BUILDING,BUILDING,373439.74N,0365810.75E,1917.63,14.76,NO INFO,,NO
LTCN9389,BUILDING,BUILDING,373439.48N,0365810.56E,1917.49,14.76,NO INFO,,NO
LTCN9390,BUILDING,BUILDING,373439.40N,0365812.49E,1922.16,14.76,NO INFO,,NO
LTCN9391,BUILDING,BUILDING,373438.85N,0365811.94E,1928.92,24.61,NO INFO,,NO
LTCN9392,BUILDING,BUILDING,373439.21N,0365811.56E,1918.68,14.76,NO INFO,,NO
LTCN9393,BUILDING,BUILDING,373439.43N,0365812.83E,1923.72,14.76,NO INFO,,NO
LTCN9394,BUILDING,BUILDING,373438.59N,0365812.47E,1920.03,14.76,NO INFO,,NO
LTCN9395,BUILDING,BUILDING,373438.54N,0365812.72E,1920.15,14.76,NO INFO,,NO
LTCN9396,BUILDING,BUILDING,373436.59N,0365814.96E,1917.61,14.76,NO INFO,,NO
LTCN9397,BUILDING,BUILDING,373435.72N,0365815.00E,1914.65,14.76,NO INFO,,NO
LTCN9398,BUILDING,BUILDING,373434.36N,0365813.29E,1917.44,24.61,NO INFO,,NO
LTCN9399,BUILDING,BUILDING,373433.93N,0365814.34E,1907.37,14.76,NO INFO,,NO
LTCN9400,BUILDING,BUILDING,373433.28N,0365804.53E,1885.91,14.76,NO INFO,,NO
LTCN9401,BUILDING,BUILDING,373432.98N,0365802.97E,1884.82,14.76,NO INFO,,NO
LTCN9402,BUILDING,BUILDING,373430.92N,0365807.66E,1885.40,14.76,NO INFO,,NO
LTCN9403,BUILDING,BUILDING,373434.88N,0365817.21E,1924.78,24.61,NO INFO,,NO
LTCN9404,BUILDING,BUILDING,373433.74N,0365818.23E,1913.95,14.76,NO INFO,,NO
LTCN9405,BUILDING,BUILDING,373434.28N,0365819.04E,1917.92,14.76,NO INFO,,NO
LTCN9406,BUILDING,BUILDING,373434.89N,0365820.07E,1922.32,14.76,NO INFO,,NO
LTCN9407,BUILDING,BUILDING,373431.86N,0365821.04E,1926.05,24.61,NO INFO,,NO
LTCN9408,BUILDING,BUILDING,373430.72N,0365821.46E,1913.24,14.76,NO INFO,,NO
LTCN9409,BUILDING,BUILDING,373418.25N,0365816.90E,1871.40,14.76,NO INFO,,NO
LTCN9410,BUILDING,BUILDING,373422.04N,0365811.15E,1881.90,24.61,NO INFO,,NO
LTCN9411,BUILDING,BUILDING,373422.28N,0365814.69E,1878.50,14.76,NO INFO,,NO
LTCN9412,BUILDING,BUILDING,373421.94N,0365814.27E,1886.93,24.61,NO INFO,,NO
LTCN9413,BUILDING,BUILDING,373421.74N,0365814.69E,1877.37,14.76,NO INFO,,NO
LTCN9414,BUILDING,BUILDING,373422.49N,0365748.73E,1830.59,14.76,NO INFO,,NO
LTCN9415,BUILDING,BUILDING,373447.97N,0365750.80E,1910.10,14.76,NO INFO,,NO
LTCN9416,BUILDING,BUILDING,373447.71N,0365748.46E,1907.57,14.76,NO INFO,,NO
LTCN9417,BUILDING,BUILDING,373448.13N,0365748.10E,1907.98,14.76,NO INFO,,NO
LTCN9418,BUILDING,BUILDING,373447.16N,0365739.87E,1900.27,24.61,NO INFO,,NO
LTCN9419,BUILDING,BUILDING,373447.40N,0365740.04E,1891.82,14.76,NO INFO,,NO
LTCN9420,BUILDING,BUILDING,373447.39N,0365740.26E,1891.86,14.76,NO INFO,,NO
LTCN9421,BUILDING,BUILDING,373447.15N,0365740.27E,1901.26,24.61,NO INFO,,NO
LTCN9422,BUILDING,BUILDING,373446.55N,0365740.21E,1889.60,14.76,NO INFO,,NO
LTCN9423,BUILDING,BUILDING,373446.66N,0365739.50E,1898.42,24.61,NO INFO,,NO
LTCN9424,BUILDING,BUILDING,373445.86N,0365743.28E,1893.27,14.76,NO INFO,,NO
LTCN9425,BUILDING,BUILDING,373447.08N,0365746.84E,1903.09,14.76,NO INFO,,NO
LTCN9426,BUILDING,BUILDING,373447.06N,0365747.38E,1913.74,24.61,NO INFO,,NO
LTCN9427,BUILDING,BUILDING,373446.36N,0365748.23E,1902.56,14.76,NO INFO,,NO
LTCN9428,BUILDING,BUILDING,373446.65N,0365750.03E,1904.74,14.76,NO INFO,,NO
LTCN9429,BUILDING,BUILDING,373445.83N,0365746.46E,1898.83,14.76,NO INFO,,NO
LTCN9430,BUILDING,BUILDING,373446.01N,0365747.38E,1910.31,24.61,NO INFO,,NO
LTCN9431,BUILDING,BUILDING,373445.70N,0365749.05E,1900.95,14.76,NO INFO,,NO
LTCN9432,BUILDING,BUILDING,373445.34N,0365748.80E,1899.72,14.76,NO INFO,,NO
LTCN9433,BUILDING,BUILDING,373432.39N,0365648.84E,1948.55,24.61,NO INFO,,NO
LTCN9434,BUILDING,BUILDING,373431.73N,0365648.02E,1944.47,24.61,NO INFO,,NO
LTCN9435,BUILDING,BUILDING,373432.00N,0365648.39E,1945.42,24.61,NO INFO,,NO
LTCN9436,BUILDING,BUILDING,373432.25N,0365649.83E,1946.60,24.61,NO INFO,,NO
LTCN9437,BUILDING,BUILDING,373431.82N,0365649.43E,1943.88,24.61,NO INFO,,NO
LTCN9438,BUILDING,BUILDING,373431.83N,0365649.85E,1943.42,24.61,NO INFO,,NO
LTCN9439,BUILDING,BUILDING,373433.39N,0365646.66E,1955.94,24.61,NO INFO,,NO
LTCN9440,BUILDING,BUILDING,373433.95N,0365646.62E,1959.14,24.61,NO INFO,,NO
LTCN9441,BUILDING,BUILDING,373433.74N,0365647.07E,1957.78,24.61,NO INFO,,NO
LTCN9442,BUILDING,BUILDING,373433.79N,0365646.80E,1948.07,14.76,NO INFO,,NO
LTCN9443,BUILDING,BUILDING,373433.17N,0365648.20E,1953.10,24.61,NO INFO,,NO
LTCN9444,BUILDING,BUILDING,373434.12N,0365649.69E,1958.25,24.61,NO INFO,,NO
LTCN9445,BUILDING,BUILDING,373433.99N,0365650.04E,1956.91,24.61,NO INFO,,NO
LTCN9446,BUILDING,BUILDING,373434.82N,0365648.97E,1953.38,14.76,NO INFO,,NO
LTCN9447,BUILDING,BUILDING,373433.11N,0365649.13E,1952.58,24.61,NO INFO,,NO
LTCN9448,BUILDING,BUILDING,373433.16N,0365648.82E,1952.87,24.61,NO INFO,,NO
LTCN9449,BUILDING,BUILDING,373432.91N,0365649.87E,1950.84,24.61,NO INFO,,NO
LTCN9450,BUILDING,BUILDING,373433.39N,0365649.97E,1953.73,24.61,NO INFO,,NO
LTCN9451,BUILDING,BUILDING,373433.61N,0365648.97E,1955.95,24.61,NO INFO,,NO
LTCN9452,BUILDING,BUILDING,373434.90N,0365645.57E,1955.86,14.76,NO INFO,,NO
LTCN9453,BUILDING,BUILDING,373435.09N,0365646.08E,1956.31,14.76,NO INFO,,NO
LTCN9454,BUILDING,BUILDING,373434.89N,0365647.74E,1964.87,24.61,NO INFO,,NO
LTCN9455,BUILDING,BUILDING,373434.49N,0365647.23E,1963.03,24.61,NO INFO,,NO
LTCN9456,BUILDING,BUILDING,373434.57N,0365646.02E,1963.32,24.61,NO INFO,,NO
LTCN9457,BUILDING,BUILDING,373434.29N,0365646.39E,1961.27,24.61,NO INFO,,NO
LTCN9458,BUILDING,BUILDING,373435.60N,0365645.67E,1960.41,14.76,NO INFO,,NO
LTCN9459,BUILDING,BUILDING,373435.88N,0365645.72E,1971.20,24.61,NO INFO,,NO
LTCN9460,BUILDING,BUILDING,373436.14N,0365645.81E,1972.92,24.61,NO INFO,,NO
LTCN9461,BUILDING,BUILDING,373436.93N,0365646.27E,1977.54,24.61,NO INFO,,NO
LTCN9462,BUILDING,BUILDING,373437.15N,0365646.90E,1979.20,24.61,NO INFO,,NO
LTCN9463,BUILDING,BUILDING,373436.81N,0365646.73E,1977.10,24.61,NO INFO,,NO
LTCN9464,BUILDING,BUILDING,373436.47N,0365647.39E,1975.12,24.61,NO INFO,,NO
LTCN9465,BUILDING,BUILDING,373435.78N,0365647.16E,1971.17,24.61,NO INFO,,NO
LTCN9466,BUILDING,BUILDING,373435.90N,0365646.77E,1971.18,24.61,NO INFO,,NO
LTCN9467,BUILDING,BUILDING,373436.11N,0365646.29E,1972.64,24.61,NO INFO,,NO
LTCN9468,BUILDING,BUILDING,373435.78N,0365646.23E,1970.70,24.61,NO INFO,,NO
LTCN9469,BUILDING,BUILDING,373436.06N,0365646.58E,1962.12,14.76,NO INFO,,NO
LTCN9470,BUILDING,BUILDING,373437.74N,0365646.39E,1982.74,24.61,NO INFO,,NO
LTCN9471,BUILDING,BUILDING,373438.38N,0365646.61E,1977.07,14.76,NO INFO,,NO
LTCN9472,BUILDING,BUILDING,373437.74N,0365648.57E,1973.10,14.76,NO INFO,,NO
LTCN9473,BUILDING,BUILDING,373437.53N,0365648.05E,1971.13,14.76,NO INFO,,NO
LTCN9474,BUILDING,BUILDING,373437.37N,0365648.46E,1970.02,14.76,NO INFO,,NO
LTCN9475,BUILDING,BUILDING,373437.48N,0365649.76E,1978.96,24.61,NO INFO,,NO
LTCN9476,BUILDING,BUILDING,373437.06N,0365649.73E,1976.08,24.61,NO INFO,,NO
LTCN9477,BUILDING,BUILDING,373438.80N,0365646.61E,1988.87,24.61,NO INFO,,NO
LTCN9478,BUILDING,BUILDING,373439.43N,0365648.13E,1983.24,14.76,NO INFO,,NO
LTCN9479,BUILDING,BUILDING,373438.35N,0365649.71E,1984.13,24.61,NO INFO,,NO
LTCN9480,BUILDING,BUILDING,373438.76N,0365649.31E,1977.99,14.76,NO INFO,,NO
LTCN9481,BUILDING,BUILDING,373441.17N,0365648.52E,1994.72,24.61,NO INFO,,NO
LTCN9482,BUILDING,BUILDING,373440.36N,0365647.24E,1993.09,24.61,NO INFO,,NO
LTCN9483,BUILDING,BUILDING,373440.36N,0365648.71E,1993.09,24.61,NO INFO,,NO
LTCN9484,BUILDING,BUILDING,373440.32N,0365649.16E,2002.93,34.45,NO INFO,,NO
LTCN9485,BUILDING,BUILDING,373440.32N,0365649.54E,1993.09,24.61,NO INFO,,NO
LTCN9486,BUILDING,BUILDING,373440.35N,0365649.90E,1993.09,24.61,NO INFO,,NO
LTCN9487,BUILDING,BUILDING,373440.09N,0365649.85E,1993.09,24.61,NO INFO,,NO
LTCN9488,BUILDING,BUILDING,373439.95N,0365649.65E,1993.09,24.61,NO INFO,,NO
LTCN9489,BUILDING,BUILDING,373439.88N,0365650.10E,1992.26,24.61,NO INFO,,NO
LTCN9490,BUILDING,BUILDING,373440.11N,0365650.29E,1992.33,24.61,NO INFO,,NO
LTCN9491,BUILDING,BUILDING,373439.84N,0365650.64E,1988.97,24.61,NO INFO,,NO
LTCN9492,BUILDING,BUILDING,373440.76N,0365650.77E,1992.54,24.61,NO INFO,,NO
LTCN9493,BUILDING,BUILDING,373440.93N,0365649.41E,1983.24,14.76,NO INFO,,NO
LTCN9494,BUILDING,BUILDING,373440.90N,0365650.06E,1993.09,24.61,NO INFO,,NO
LTCN9495,BUILDING,BUILDING,373443.01N,0365652.77E,1994.95,24.61,NO INFO,,NO
LTCN9496,BUILDING,BUILDING,373442.77N,0365654.22E,1988.82,24.61,NO INFO,,NO
LTCN9497,BUILDING,BUILDING,373442.70N,0365654.48E,1987.48,24.61,NO INFO,,NO
LTCN9498,BUILDING,BUILDING,373442.70N,0365655.03E,1986.14,24.61,NO INFO,,NO
LTCN9499,BUILDING,BUILDING,373441.95N,0365654.83E,1983.02,24.61,NO INFO,,NO
LTCN9500,BUILDING,BUILDING,373442.52N,0365652.14E,1984.63,14.76,NO INFO,,NO
LTCN9501,BUILDING,BUILDING,373442.60N,0365651.88E,1985.43,14.76,NO INFO,,NO
LTCN9502,BUILDING,BUILDING,373442.32N,0365654.77E,1984.80,24.61,NO INFO,,NO
LTCN9503,BUILDING,BUILDING,373442.30N,0365654.33E,1976.45,14.76,NO INFO,,NO
LTCN9504,BUILDING,BUILDING,373442.80N,0365653.44E,1981.87,14.76,NO INFO,,NO
LTCN9505,BUILDING,BUILDING,373442.46N,0365652.90E,1991.76,24.61,NO INFO,,NO
LTCN9506,BUILDING,BUILDING,373442.48N,0365655.96E,1974.29,14.76,NO INFO,,NO
LTCN9507,BUILDING,BUILDING,373441.75N,0365656.18E,1969.76,14.76,NO INFO,,NO
LTCN9508,BUILDING,BUILDING,373442.47N,0365656.21E,1974.08,14.76,NO INFO,,NO
LTCN9509,BUILDING,BUILDING,373441.33N,0365651.57E,2000.81,34.45,NO INFO,,NO
LTCN9510,BUILDING,BUILDING,373441.14N,0365651.89E,1989.34,24.61,NO INFO,,NO
LTCN9511,BUILDING,BUILDING,373441.13N,0365652.28E,1987.61,24.61,NO INFO,,NO
LTCN9512,BUILDING,BUILDING,373440.75N,0365653.85E,1989.78,34.45,NO INFO,,NO
LTCN9513,BUILDING,BUILDING,373441.44N,0365653.42E,1974.85,14.76,NO INFO,,NO
LTCN9514,BUILDING,BUILDING,373441.47N,0365653.02E,1985.89,24.61,NO INFO,,NO
LTCN9515,BUILDING,BUILDING,373441.52N,0365652.59E,1987.39,24.61,NO INFO,,NO
LTCN9516,BUILDING,BUILDING,373440.60N,0365654.84E,1965.31,14.76,NO INFO,,NO
LTCN9517,BUILDING,BUILDING,373441.25N,0365653.37E,1974.48,14.76,NO INFO,,NO
LTCN9518,BUILDING,BUILDING,373441.00N,0365655.44E,1966.49,14.76,NO INFO,,NO
LTCN9519,BUILDING,BUILDING,373440.98N,0365656.07E,1975.98,24.61,NO INFO,,NO
LTCN9520,BUILDING,BUILDING,373440.50N,0365655.76E,1963.40,14.76,NO INFO,,NO
LTCN9521,BUILDING,BUILDING,373440.33N,0365656.06E,1972.35,24.61,NO INFO,,NO
LTCN9522,BUILDING,BUILDING,373439.97N,0365655.60E,1970.98,24.61,NO INFO,,NO
LTCN9523,BUILDING,BUILDING,373439.31N,0365655.69E,1966.08,24.61,NO INFO,,NO
LTCN9524,BUILDING,BUILDING,373437.90N,0365654.41E,1953.16,14.76,NO INFO,,NO
LTCN9525,BUILDING,BUILDING,373438.41N,0365654.44E,1965.48,24.61,NO INFO,,NO
LTCN9526,BUILDING,BUILDING,373437.09N,0365655.16E,1959.05,24.61,NO INFO,,NO
LTCN9527,BUILDING,BUILDING,373436.66N,0365654.94E,1947.22,14.76,NO INFO,,NO
LTCN9528,BUILDING,BUILDING,373436.77N,0365655.25E,1957.50,24.61,NO INFO,,NO
LTCN9529,BUILDING,BUILDING,373437.66N,0365650.86E,1976.47,24.61,NO INFO,,NO
LTCN9530,BUILDING,BUILDING,373437.86N,0365650.99E,1977.34,24.61,NO INFO,,NO
LTCN9531,BUILDING,BUILDING,373436.80N,0365652.09E,1966.89,24.61,NO INFO,,NO
LTCN9532,BUILDING,BUILDING,373436.58N,0365652.43E,1955.45,14.76,NO INFO,,NO
LTCN9533,BUILDING,BUILDING,373436.65N,0365652.91E,1963.05,24.61,NO INFO,,NO
LTCN9534,BUILDING,BUILDING,373437.38N,0365652.59E,1959.09,14.76,NO INFO,,NO
LTCN9535,BUILDING,BUILDING,373436.81N,0365651.00E,1972.16,24.61,NO INFO,,NO
LTCN9536,BUILDING,BUILDING,373437.12N,0365651.07E,1972.29,24.61,NO INFO,,NO
LTCN9537,BUILDING,BUILDING,373434.35N,0365652.10E,1955.86,24.61,NO INFO,,NO
LTCN9538,BUILDING,BUILDING,373434.12N,0365650.51E,1947.61,14.76,NO INFO,,NO
LTCN9539,BUILDING,BUILDING,373434.00N,0365652.47E,1963.40,34.45,NO INFO,,NO
LTCN9540,BUILDING,BUILDING,373433.52N,0365652.31E,1941.94,14.76,NO INFO,,NO
LTCN9541,BUILDING,BUILDING,373433.88N,0365651.49E,1944.40,14.76,NO INFO,,NO
LTCN9542,BUILDING,BUILDING,373434.37N,0365651.75E,1956.29,24.61,NO INFO,,NO
LTCN9543,BUILDING,BUILDING,373433.62N,0365651.55E,1943.48,14.76,NO INFO,,NO
LTCN9544,BUILDING,BUILDING,373433.82N,0365650.79E,1945.48,14.76,NO INFO,,NO
LTCN9545,BUILDING,BUILDING,373434.55N,0365654.84E,1948.96,24.61,NO INFO,,NO
LTCN9546,BUILDING,BUILDING,373433.86N,0365656.26E,1932.55,14.76,NO INFO,,NO
LTCN9547,BUILDING,BUILDING,373433.86N,0365657.13E,1940.49,24.61,NO INFO,,NO
LTCN9548,BUILDING,BUILDING,373433.32N,0365656.89E,1938.16,24.61,NO INFO,,NO
LTCN9549,BUILDING,BUILDING,373433.26N,0365657.68E,1936.37,24.61,NO INFO,,NO
LTCN9550,BUILDING,BUILDING,373433.59N,0365657.50E,1948.10,34.45,NO INFO,,NO
LTCN9551,BUILDING,BUILDING,373433.25N,0365650.94E,1952.35,24.61,NO INFO,,NO
LTCN9552,BUILDING,BUILDING,373433.16N,0365651.69E,1950.63,24.61,NO INFO,,NO
LTCN9553,BUILDING,BUILDING,373432.56N,0365651.61E,1946.99,24.61,NO INFO,,NO
LTCN9554,BUILDING,BUILDING,373432.61N,0365651.08E,1948.93,24.61,NO INFO,,NO
LTCN9555,BUILDING,BUILDING,373432.69N,0365650.64E,1948.94,24.61,NO INFO,,NO
LTCN9556,BUILDING,BUILDING,373432.80N,0365655.61E,1940.20,24.61,NO INFO,,NO
LTCN9557,BUILDING,BUILDING,373432.53N,0365653.68E,1954.45,34.45,NO INFO,,NO
LTCN9558,BUILDING,BUILDING,373432.46N,0365654.40E,1942.54,24.61,NO INFO,,NO
LTCN9559,BUILDING,BUILDING,373432.34N,0365654.83E,1941.52,24.61,NO INFO,,NO
LTCN9560,BUILDING,BUILDING,373432.26N,0365655.18E,1939.81,24.61,NO INFO,,NO
LTCN9561,BUILDING,BUILDING,373432.36N,0365655.60E,1939.12,24.61,NO INFO,,NO
LTCN9562,BUILDING,BUILDING,373431.69N,0365654.34E,1939.79,24.61,NO INFO,,NO
LTCN9563,BUILDING,BUILDING,373431.39N,0365652.66E,1940.42,24.61,NO INFO,,NO
LTCN9564,BUILDING,BUILDING,373435.10N,0365657.22E,1935.74,14.76,NO INFO,,NO
LTCN9565,BUILDING,BUILDING,373435.07N,0365656.00E,1947.61,24.61,NO INFO,,NO
LTCN9566,BUILDING,BUILDING,373435.07N,0365656.82E,1936.41,14.76,NO INFO,,NO
LTCN9567,BUILDING,BUILDING,373432.72N,0365656.73E,1936.79,24.61,NO INFO,,NO
LTCN9568,BUILDING,BUILDING,373432.22N,0365656.61E,1925.50,14.76,NO INFO,,NO
LTCN9569,BUILDING,BUILDING,373432.31N,0365657.63E,1942.50,34.45,NO INFO,,NO
LTCN9570,BUILDING,BUILDING,373432.29N,0365656.91E,1924.40,14.76,NO INFO,,NO
LTCN9571,BUILDING,BUILDING,373431.67N,0365656.98E,1931.82,24.61,NO INFO,,NO
LTCN9572,BUILDING,BUILDING,373431.09N,0365657.35E,1928.90,24.61,NO INFO,,NO
LTCN9573,BUILDING,BUILDING,373431.41N,0365657.50E,1929.97,24.61,NO INFO,,NO
LTCN9574,BUILDING,BUILDING,373429.43N,0365650.38E,1928.17,24.61,NO INFO,,NO
LTCN9575,BUILDING,BUILDING,373430.51N,0365650.79E,1945.83,34.45,NO INFO,,NO
LTCN9576,BUILDING,BUILDING,373430.97N,0365650.83E,1929.27,14.76,NO INFO,,NO
LTCN9577,BUILDING,BUILDING,373430.77N,0365651.66E,1937.42,24.61,NO INFO,,NO
LTCN9578,BUILDING,BUILDING,373430.59N,0365652.52E,1936.16,24.61,NO INFO,,NO
LTCN9579,BUILDING,BUILDING,373430.13N,0365652.48E,1933.45,24.61,NO INFO,,NO
LTCN9580,BUILDING,BUILDING,373430.19N,0365652.08E,1934.31,24.61,NO INFO,,NO
LTCN9581,BUILDING,BUILDING,373430.36N,0365652.45E,1935.27,24.61,NO INFO,,NO
LTCN9582,BUILDING,BUILDING,373430.03N,0365654.12E,1931.86,24.61,NO INFO,,NO
LTCN9583,BUILDING,BUILDING,373429.72N,0365654.89E,1919.56,14.76,NO INFO,,NO
LTCN9584,BUILDING,BUILDING,373429.96N,0365655.24E,1920.48,14.76,NO INFO,,NO
